Case Id,Event Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id
3608CP,12001,2017-12-23 10:20:18,2017-12-23 10:22:18,Request product,process activity,clerk,1c,product,3608p
3608CP,12005,2017-12-23 10:23:18,2017-12-23 10:23:18,Assgin robot,process activity,robot,7r,shelf,411s
9673CP,12019,2017-12-23 10:35:18,2017-12-23 10:35:18,Product Delivered,process activity,clerk,1c,product,9673p
2791CP,12024,2017-12-23 10:38:18,2017-12-23 10:38:18,check if the product was shaked,process activity,clerk,1c,product,2791p
2362CP,12021,2017-12-23 10:36:18,2017-12-23 10:40:18,Request product,process activity,clerk,1c,product,2362p
2362CP,12028,2017-12-23 10:41:18,2017-12-23 10:41:18,Assgin robot,process activity,robot,14r,shelf,103s
2791CP,12032,2017-12-23 10:44:18,2017-12-23 10:44:18,Product Delivered,process activity,clerk,1c,product,2791p
1648CP,12034,2017-12-23 10:44:18,2017-12-23 10:44:18,check if the product was shaked,process activity,clerk,1c,product,1648p
5580CP,12038,2017-12-23 10:47:18,2017-12-23 10:50:18,Request product,process activity,clerk,1c,product,5580p
5580CP,12043,2017-12-23 10:50:18,2017-12-23 10:50:18,Assgin robot,process activity,robot,18r,shelf,67s
1648CP,12055,2017-12-23 11:07:18,2017-12-23 11:07:18,Product Delivered,process activity,clerk,1c,product,1648p
3572CP,12056,2017-12-23 11:07:18,2017-12-23 11:07:18,check if the product was shaked,process activity,clerk,1c,product,3572p
3572CP,12065,2017-12-23 11:29:18,2017-12-23 11:29:18,Product Delivered,process activity,clerk,1c,product,3572p
4435CP,12058,2017-12-23 11:08:18,2017-12-23 11:29:18,Request product,process activity,clerk,1c,product,4435p
4435CP,12067,2017-12-23 11:30:18,2017-12-23 11:30:18,Assgin robot,process activity,robot,45r,shelf,15s
6960CP,12068,2017-12-23 11:30:18,2017-12-23 11:30:18,check if the product was shaked,process activity,clerk,1c,product,6960p
4858CP,12069,2017-12-23 11:31:18,2017-12-23 11:38:18,Request product,process activity,clerk,1c,product,4858p
4858CP,12077,2017-12-23 11:39:18,2017-12-23 11:39:18,Assgin robot,process activity,robot,2r,shelf,57s
6960CP,12080,2017-12-23 11:49:18,2017-12-23 11:49:18,Product Delivered,process activity,clerk,1c,product,6960p
3260CP,12083,2017-12-23 11:50:18,2017-12-23 11:50:18,check if the product was shaked,process activity,clerk,1c,product,3260p
5210CP,12081,2017-12-23 11:49:18,2017-12-23 12:09:18,Request product,process activity,clerk,1c,product,5210p
5210CP,12093,2017-12-23 12:09:18,2017-12-23 12:10:18,Assgin robot,process activity,robot,21r,shelf,65s
3260CP,12098,2017-12-23 12:14:18,2017-12-23 12:14:18,Product Delivered,process activity,clerk,1c,product,3260p
1652CP,12101,2017-12-23 12:17:18,2017-12-23 12:17:18,check if the product was shaked,process activity,clerk,1c,product,1652p
1652CP,12111,2017-12-23 12:26:18,2017-12-23 12:27:18,Product Delivered,process activity,clerk,1c,product,1652p
7236CP,12112,2017-12-23 12:27:18,2017-12-23 12:27:18,check if the product was shaked,process activity,clerk,1c,product,7236p
7938CP,12102,2017-12-23 12:17:18,2017-12-23 12:38:18,Request product,process activity,clerk,1c,product,7938p
7938CP,12119,2017-12-23 12:38:18,2017-12-23 12:38:18,Assgin robot,process activity,robot,22r,shelf,60s
6227CP,12114,2017-12-23 12:28:18,2017-12-23 12:43:18,Request product,process activity,clerk,1c,product,6227p
6227CP,12123,2017-12-23 12:44:18,2017-12-23 12:44:18,Assgin robot,process activity,robot,8r,shelf,442s
7236CP,12124,2017-12-23 12:44:18,2017-12-23 12:44:18,Product Delivered,process activity,clerk,1c,product,7236p
8760CP,12130,2017-12-23 12:48:18,2017-12-23 12:48:18,check if the product was shaked,process activity,clerk,1c,product,8760p
8760CP,12143,2017-12-23 13:06:18,2017-12-23 13:06:18,Product Delivered,process activity,clerk,1c,product,8760p
6474CP,12145,2017-12-23 13:07:18,2017-12-23 13:07:18,check if the product was shaked,process activity,clerk,1c,product,6474p
3856CP,12131,2017-12-23 12:48:18,2017-12-23 13:09:18,Request product,process activity,clerk,1c,product,3856p
3856CP,12148,2017-12-23 13:10:18,2017-12-23 13:10:18,Assgin robot,process activity,robot,34r,shelf,277s
5451CP,12144,2017-12-23 13:06:18,2017-12-23 13:10:18,Request product,process activity,clerk,1c,product,5451p
5451CP,12150,2017-12-23 13:11:18,2017-12-23 13:11:18,Assgin robot,process activity,robot,52r,shelf,110s
6474CP,12162,2017-12-23 13:21:18,2017-12-23 13:21:18,Product Delivered,process activity,clerk,1c,product,6474p
8210CP,12171,2017-12-23 13:30:18,2017-12-23 13:30:18,check if the product was shaked,process activity,clerk,1c,product,8210p
6726CP,12163,2017-12-23 13:21:18,2017-12-23 13:44:18,Request product,process activity,clerk,1c,product,6726p
6726CP,12177,2017-12-23 13:44:18,2017-12-23 13:44:18,Assgin robot,process activity,robot,59r,shelf,366s
8210CP,12178,2017-12-23 13:45:18,2017-12-23 13:45:18,Product Delivered,process activity,clerk,1c,product,8210p
9181CP,12181,2017-12-23 13:46:18,2017-12-23 13:46:18,check if the product was shaked,process activity,clerk,1c,product,9181p
1921CP,12180,2017-12-23 13:46:18,2017-12-23 13:49:18,Request product,process activity,clerk,1c,product,1921p
1921CP,12186,2017-12-23 13:50:18,2017-12-23 13:50:18,Assgin robot,process activity,robot,85r,shelf,281s
5738CP,12174,2017-12-23 13:32:18,2017-12-23 13:54:18,Request product,process activity,clerk,1c,product,5738p
5738CP,12192,2017-12-23 13:54:18,2017-12-23 13:54:18,Assgin robot,process activity,robot,93r,shelf,112s
9780CP,12197,2017-12-23 14:02:18,2017-12-23 14:02:18,check if the product was shaked,process activity,clerk,1c,product,9780p
1828CP,12196,2017-12-23 14:01:18,2017-12-23 14:18:18,Request product,process activity,clerk,1c,product,1828p
1828CP,12210,2017-12-23 14:18:18,2017-12-23 14:18:18,Assgin robot,process activity,robot,42r,shelf,90s
9780CP,12216,2017-12-23 14:23:18,2017-12-23 14:23:18,Product Delivered,process activity,clerk,1c,product,9780p
4212CP,12219,2017-12-23 14:25:18,2017-12-23 14:25:18,check if the product was shaked,process activity,clerk,1c,product,4212p
4366CP,12217,2017-12-23 14:24:18,2017-12-23 14:38:18,Request product,process activity,clerk,1c,product,4366p
4366CP,12229,2017-12-23 14:39:18,2017-12-23 14:39:18,Assgin robot,process activity,robot,38r,shelf,42s
4212CP,12232,2017-12-23 14:41:18,2017-12-23 14:41:18,Product Delivered,process activity,clerk,1c,product,4212p
7452CP,12233,2017-12-23 14:42:18,2017-12-23 14:55:18,Request product,process activity,clerk,1c,product,7452p
7452CP,12242,2017-12-23 14:56:18,2017-12-23 14:56:18,Assgin robot,process activity,robot,0r,shelf,37s
770CP,12245,2017-12-23 14:57:18,2017-12-23 14:57:18,check if the product was shaked,process activity,clerk,1c,product,770p
4991CP,12244,2017-12-23 14:57:18,2017-12-23 15:10:18,Request product,process activity,clerk,1c,product,4991p
4991CP,12253,2017-12-23 15:11:18,2017-12-23 15:11:18,Assgin robot,process activity,robot,33r,shelf,166s
770CP,12262,2017-12-23 15:21:18,2017-12-23 15:21:18,Product Delivered,process activity,clerk,1c,product,770p
9818CP,12264,2017-12-23 15:22:18,2017-12-23 15:22:18,check if the product was shaked,process activity,clerk,1c,product,9818p
9818CP,12273,2017-12-23 15:35:18,2017-12-23 15:35:18,Product Delivered,process activity,clerk,1c,product,9818p
2354CP,12277,2017-12-23 15:36:18,2017-12-23 15:36:18,check if the product was shaked,process activity,clerk,1c,product,2354p
9631CP,12263,2017-12-23 15:22:18,2017-12-23 15:37:18,Request product,process activity,clerk,1c,product,9631p
9631CP,12278,2017-12-23 15:37:18,2017-12-23 15:37:18,Assgin robot,process activity,robot,28r,shelf,250s
2354CP,12290,2017-12-23 15:46:18,2017-12-23 15:46:18,Product Delivered,process activity,clerk,1c,product,2354p
2091CP,12291,2017-12-23 15:47:18,2017-12-23 15:47:18,check if the product was shaked,process activity,clerk,1c,product,2091p
1508CP,12276,2017-12-23 15:36:18,2017-12-23 15:55:18,Request product,process activity,clerk,1c,product,1508p
1508CP,12294,2017-12-23 15:55:18,2017-12-23 15:55:18,Assgin robot,process activity,robot,13r,shelf,179s
6689CP,12293,2017-12-23 15:48:18,2017-12-23 15:59:18,Request product,process activity,clerk,1c,product,6689p
6689CP,12299,2017-12-23 16:00:18,2017-12-23 16:00:18,Assgin robot,process activity,robot,70r,shelf,8s
2091CP,12303,2017-12-23 16:04:18,2017-12-23 16:04:18,Product Delivered,process activity,clerk,1c,product,2091p
1064CP,12305,2017-12-23 16:05:18,2017-12-23 16:05:18,check if the product was shaked,process activity,clerk,1c,product,1064p
1803CP,12304,2017-12-23 16:04:18,2017-12-23 16:14:18,Request product,process activity,clerk,1c,product,1803p
1803CP,12312,2017-12-23 16:14:18,2017-12-23 16:14:18,Assgin robot,process activity,robot,72r,shelf,360s
1064CP,12316,2017-12-23 16:19:18,2017-12-23 16:19:18,Product Delivered,process activity,clerk,1c,product,1064p
3095CP,12317,2017-12-23 16:19:18,2017-12-23 16:19:18,check if the product was shaked,process activity,clerk,1c,product,3095p
3095CP,12330,2017-12-23 16:28:18,2017-12-23 16:28:18,Product Delivered,process activity,clerk,1c,product,3095p
3514CP,12331,2017-12-23 16:29:18,2017-12-23 16:29:18,check if the product was shaked,process activity,clerk,1c,product,3514p
1748CP,12333,2017-12-23 16:29:18,2017-12-23 16:37:18,Request product,process activity,clerk,1c,product,1748p
1748CP,12340,2017-12-23 16:37:18,2017-12-23 16:37:18,Assgin robot,process activity,robot,80r,shelf,244s
6696CP,12319,2017-12-23 16:20:18,2017-12-23 16:41:18,Request product,process activity,clerk,1c,product,6696p
6696CP,12343,2017-12-23 16:41:18,2017-12-23 16:41:18,Assgin robot,process activity,robot,10r,shelf,250s
3514CP,12355,2017-12-23 16:53:18,2017-12-23 16:53:18,Product Delivered,process activity,clerk,1c,product,3514p
669CP,12356,2017-12-23 16:54:18,2017-12-23 16:54:18,check if the product was shaked,process activity,clerk,1c,product,669p
669CP,12363,2017-12-23 17:00:18,2017-12-23 17:00:18,Product Delivered,process activity,clerk,1c,product,669p
5921CP,12365,2017-12-23 17:00:18,2017-12-23 17:00:18,check if the product was shaked,process activity,clerk,1c,product,5921p
6049CP,12358,2017-12-23 16:55:18,2017-12-23 17:10:18,Request product,process activity,clerk,1c,product,6049p
6049CP,12372,2017-12-23 17:11:18,2017-12-23 17:11:18,Assgin robot,process activity,robot,99r,shelf,420s
6894CP,12364,2017-12-23 17:00:18,2017-12-23 17:19:18,Request product,process activity,clerk,1c,product,6894p
6894CP,12373,2017-12-23 17:19:18,2017-12-23 17:19:18,Assgin robot,process activity,robot,25r,shelf,213s
5921CP,12375,2017-12-23 17:21:18,2017-12-23 17:21:18,Product Delivered,process activity,clerk,1c,product,5921p
326CP,12376,2017-12-23 17:21:18,2017-12-23 17:21:18,check if the product was shaked,process activity,clerk,1c,product,326p
7690CP,12378,2017-12-23 17:22:18,2017-12-23 17:37:18,Request product,process activity,clerk,1c,product,7690p
7690CP,12383,2017-12-23 17:37:18,2017-12-23 17:37:18,Assgin robot,process activity,robot,86r,shelf,412s
326CP,12385,2017-12-23 17:39:18,2017-12-23 17:39:18,Product Delivered,process activity,clerk,1c,product,326p
7327CP,12387,2017-12-23 17:40:18,2017-12-23 17:40:18,check if the product was shaked,process activity,clerk,1c,product,7327p
3415CP,12386,2017-12-23 17:39:18,2017-12-23 17:41:18,Request product,process activity,clerk,1c,product,3415p
3415CP,12391,2017-12-23 17:41:18,2017-12-23 17:41:18,Assgin robot,process activity,robot,30r,shelf,156s
7327CP,12408,2017-12-23 18:00:18,2017-12-23 18:00:18,Product Delivered,process activity,clerk,1c,product,7327p
3428CP,12410,2017-12-23 18:01:18,2017-12-23 18:01:18,check if the product was shaked,process activity,clerk,1c,product,3428p
3428CP,12421,2017-12-23 18:11:18,2017-12-23 18:11:18,Product Delivered,process activity,clerk,1c,product,3428p
2332CP,12423,2017-12-23 18:12:18,2017-12-23 18:12:18,check if the product was shaked,process activity,clerk,1c,product,2332p
7964CP,12412,2017-12-23 18:02:18,2017-12-23 18:13:18,Request product,process activity,clerk,1c,product,7964p
7964CP,12425,2017-12-23 18:13:18,2017-12-23 18:13:18,Assgin robot,process activity,robot,26r,shelf,242s
2332CP,12433,2017-12-23 18:22:18,2017-12-23 18:22:18,Product Delivered,process activity,clerk,1c,product,2332p
4066CP,12435,2017-12-23 18:23:18,2017-12-23 18:23:18,check if the product was shaked,process activity,clerk,1c,product,4066p
5916CP,12434,2017-12-23 18:23:18,2017-12-23 18:28:18,Request product,process activity,clerk,1c,product,5916p
5916CP,12438,2017-12-23 18:28:18,2017-12-23 18:28:18,Assgin robot,process activity,robot,37r,shelf,425s
9909CP,12422,2017-12-23 18:12:18,2017-12-23 18:35:18,Request product,process activity,clerk,1c,product,9909p
9909CP,12441,2017-12-23 18:35:18,2017-12-23 18:35:18,Assgin robot,process activity,robot,90r,shelf,10s
4066CP,12444,2017-12-23 18:38:18,2017-12-23 18:38:18,Product Delivered,process activity,clerk,1c,product,4066p
9246CP,12446,2017-12-23 18:40:18,2017-12-23 18:40:18,check if the product was shaked,process activity,clerk,1c,product,9246p
9246CP,12456,2017-12-23 18:48:18,2017-12-23 18:48:18,Product Delivered,process activity,clerk,1c,product,9246p
4834CP,12459,2017-12-23 18:50:18,2017-12-23 18:50:18,check if the product was shaked,process activity,clerk,1c,product,4834p
4938CP,12449,2017-12-23 18:41:18,2017-12-23 18:51:18,Request product,process activity,clerk,1c,product,4938p
4938CP,12464,2017-12-23 18:52:18,2017-12-23 18:52:18,Assgin robot,process activity,robot,46r,shelf,178s
8714CP,12461,2017-12-23 18:51:18,2017-12-23 19:02:18,Request product,process activity,clerk,1c,product,8714p
8714CP,12477,2017-12-23 19:03:18,2017-12-23 19:03:18,Assgin robot,process activity,robot,32r,shelf,47s
4834CP,12481,2017-12-23 19:06:18,2017-12-23 19:06:18,Product Delivered,process activity,clerk,1c,product,4834p
9478CP,12486,2017-12-23 19:08:18,2017-12-23 19:08:18,check if the product was shaked,process activity,clerk,1c,product,9478p
322CP,12482,2017-12-23 19:06:18,2017-12-23 19:17:18,Request product,process activity,clerk,1c,product,322p
322CP,12494,2017-12-23 19:17:18,2017-12-23 19:17:18,Assgin robot,process activity,robot,19r,shelf,432s
9478CP,12507,2017-12-23 19:27:18,2017-12-23 19:27:18,Product Delivered,process activity,clerk,1c,product,9478p
9586CP,12509,2017-12-23 19:28:18,2017-12-23 19:28:18,check if the product was shaked,process activity,clerk,1c,product,9586p
1272CP,12508,2017-12-23 19:28:18,2017-12-23 19:32:18,Request product,process activity,clerk,1c,product,1272p
1272CP,12514,2017-12-23 19:33:18,2017-12-23 19:33:18,Assgin robot,process activity,robot,81r,shelf,66s
9586CP,12525,2017-12-23 19:51:18,2017-12-23 19:51:18,Product Delivered,process activity,clerk,1c,product,9586p
4841CP,12527,2017-12-23 19:52:18,2017-12-23 19:52:18,check if the product was shaked,process activity,clerk,1c,product,4841p
4841CP,12540,2017-12-23 20:10:18,2017-12-23 20:10:18,Product Delivered,process activity,clerk,1c,product,4841p
4738CP,12542,2017-12-23 20:10:18,2017-12-23 20:10:18,check if the product was shaked,process activity,clerk,1c,product,4738p
2900CP,12530,2017-12-23 19:54:18,2017-12-23 20:16:18,Request product,process activity,clerk,1c,product,2900p
2900CP,12547,2017-12-23 20:16:18,2017-12-23 20:16:18,Assgin robot,process activity,robot,74r,shelf,458s
6447CP,12537,2017-12-23 20:02:18,2017-12-23 20:18:18,Request product,process activity,clerk,1c,product,6447p
6447CP,12549,2017-12-23 20:19:18,2017-12-23 20:19:18,Assgin robot,process activity,robot,9r,shelf,386s
4738CP,12553,2017-12-23 20:27:18,2017-12-23 20:27:18,Product Delivered,process activity,clerk,1c,product,4738p
7023CP,12555,2017-12-23 20:28:18,2017-12-23 20:28:18,check if the product was shaked,process activity,clerk,1c,product,7023p
2852CP,12544,2017-12-23 20:11:18,2017-12-23 20:28:18,Request product,process activity,clerk,1c,product,2852p
2852CP,12557,2017-12-23 20:29:18,2017-12-23 20:29:18,Assgin robot,process activity,robot,76r,shelf,405s
5575CP,12554,2017-12-23 20:28:18,2017-12-23 20:44:18,Request product,process activity,clerk,1c,product,5575p
5575CP,12564,2017-12-23 20:45:18,2017-12-23 20:45:18,Assgin robot,process activity,robot,20r,shelf,196s
7023CP,12567,2017-12-23 20:51:18,2017-12-23 20:51:18,Product Delivered,process activity,clerk,1c,product,7023p
6299CP,12572,2017-12-23 20:59:18,2017-12-23 20:59:18,check if the product was shaked,process activity,clerk,1c,product,6299p
9582CP,12568,2017-12-23 20:51:18,2017-12-23 21:14:18,Request product,process activity,clerk,1c,product,9582p
9582CP,12583,2017-12-23 21:15:18,2017-12-23 21:15:18,Assgin robot,process activity,robot,40r,shelf,33s
3783CP,12571,2017-12-23 20:59:18,2017-12-23 21:17:18,Request product,process activity,clerk,1c,product,3783p
3783CP,12585,2017-12-23 21:17:18,2017-12-23 21:17:18,Assgin robot,process activity,robot,72r,shelf,312s
6299CP,12589,2017-12-23 21:24:18,2017-12-23 21:24:18,Product Delivered,process activity,clerk,1c,product,6299p
5100CP,12590,2017-12-23 21:24:18,2017-12-23 21:24:18,check if the product was shaked,process activity,clerk,1c,product,5100p
7723CP,12592,2017-12-23 21:25:18,2017-12-23 21:35:18,Request product,process activity,clerk,1c,product,7723p
5100CP,12601,2017-12-23 21:36:18,2017-12-23 21:36:18,Product Delivered,process activity,clerk,1c,product,5100p
7723CP,12602,2017-12-23 21:36:18,2017-12-23 21:36:18,Assgin robot,process activity,robot,87r,shelf,289s
2371CP,12604,2017-12-23 21:37:18,2017-12-23 21:50:18,Request product,process activity,clerk,1c,product,2371p
2371CP,12608,2017-12-23 21:50:18,2017-12-23 21:50:18,Assgin robot,process activity,robot,84r,shelf,437s
6726CP,12613,2017-12-23 21:54:18,2017-12-23 21:54:18,check if the product was shaked,process activity,clerk,1c,product,6726p
1682CP,12612,2017-12-23 21:53:18,2017-12-23 21:55:18,Request product,process activity,clerk,1c,product,1682p
1682CP,12616,2017-12-23 21:55:18,2017-12-23 21:55:18,Assgin robot,process activity,robot,85r,shelf,47s
6726CP,12628,2017-12-23 22:11:18,2017-12-23 22:11:18,Product Delivered,process activity,clerk,1c,product,6726p
3183CP,12629,2017-12-23 22:11:18,2017-12-23 22:11:18,check if the product was shaked,process activity,clerk,1c,product,3183p
3183CP,12637,2017-12-23 22:21:18,2017-12-23 22:21:18,Product Delivered,process activity,clerk,1c,product,3183p
2549CP,12639,2017-12-23 22:23:18,2017-12-23 22:23:18,check if the product was shaked,process activity,clerk,1c,product,2549p
7924CP,12631,2017-12-23 22:12:18,2017-12-23 22:31:18,Request product,process activity,clerk,1c,product,7924p
7924CP,12647,2017-12-23 22:32:18,2017-12-23 22:32:18,Assgin robot,process activity,robot,59r,shelf,63s
3535CP,12640,2017-12-23 22:23:18,2017-12-23 22:34:18,Request product,process activity,clerk,1c,product,3535p
3535CP,12652,2017-12-23 22:35:18,2017-12-23 22:35:18,Assgin robot,process activity,robot,17r,shelf,339s
2549CP,12654,2017-12-23 22:41:18,2017-12-23 22:41:18,Product Delivered,process activity,clerk,1c,product,2549p
2666CP,12657,2017-12-23 22:42:18,2017-12-23 22:42:18,check if the product was shaked,process activity,clerk,1c,product,2666p
5484CP,12656,2017-12-23 22:41:18,2017-12-23 23:02:18,Request product,process activity,clerk,1c,product,5484p
5484CP,12670,2017-12-23 23:02:18,2017-12-23 23:02:18,Assgin robot,process activity,robot,23r,shelf,142s
2666CP,12676,2017-12-23 23:06:18,2017-12-23 23:06:18,Product Delivered,process activity,clerk,1c,product,2666p
9773CP,12678,2017-12-23 23:07:18,2017-12-23 23:07:18,check if the product was shaked,process activity,clerk,1c,product,9773p
9265CP,12677,2017-12-23 23:07:18,2017-12-23 23:28:18,Request product,process activity,clerk,1c,product,9265p
9265CP,12694,2017-12-23 23:28:18,2017-12-23 23:29:18,Assgin robot,process activity,robot,47r,shelf,478s
9773CP,12696,2017-12-23 23:29:18,2017-12-23 23:29:18,Product Delivered,process activity,clerk,1c,product,9773p
1346CP,12698,2017-12-23 23:30:18,2017-12-23 23:30:18,check if the product was shaked,process activity,clerk,1c,product,1346p
8303CP,12700,2017-12-23 23:31:18,2017-12-23 23:48:18,Request product,process activity,clerk,1c,product,8303p
8303CP,12705,2017-12-23 23:49:18,2017-12-23 23:49:18,Assgin robot,process activity,robot,57r,shelf,54s
1346CP,12709,2017-12-23 23:51:18,2017-12-23 23:51:18,Product Delivered,process activity,clerk,1c,product,1346p
4150CP,12711,2017-12-23 23:52:18,2017-12-23 23:52:18,check if the product was shaked,process activity,clerk,1c,product,4150p
4150CP,12720,2017-12-24 00:07:18,2017-12-24 00:07:18,Product Delivered,process activity,clerk,1c,product,4150p
7310CP,12721,2017-12-24 00:07:18,2017-12-24 00:07:18,check if the product was shaked,process activity,clerk,1c,product,7310p
3577CP,12710,2017-12-23 23:52:18,2017-12-24 00:13:18,Request product,process activity,clerk,1c,product,3577p
3577CP,12725,2017-12-24 00:13:18,2017-12-24 00:13:18,Assgin robot,process activity,robot,92r,shelf,206s
7310CP,12734,2017-12-24 00:31:18,2017-12-24 00:31:18,Product Delivered,process activity,clerk,1c,product,7310p
767CP,12735,2017-12-24 00:32:18,2017-12-24 00:32:18,check if the product was shaked,process activity,clerk,1c,product,767p
9624CP,12723,2017-12-24 00:08:18,2017-12-24 00:32:18,Request product,process activity,clerk,1c,product,9624p
9624CP,12738,2017-12-24 00:33:18,2017-12-24 00:33:18,Assgin robot,process activity,robot,60r,shelf,367s
767CP,12745,2017-12-24 00:43:18,2017-12-24 00:43:18,Product Delivered,process activity,clerk,1c,product,767p
5173CP,12746,2017-12-24 00:44:18,2017-12-24 00:44:18,check if the product was shaked,process activity,clerk,1c,product,5173p
925CP,12737,2017-12-24 00:33:18,2017-12-24 00:55:18,Request product,process activity,clerk,1c,product,925p
925CP,12750,2017-12-24 00:55:18,2017-12-24 00:55:18,Assgin robot,process activity,robot,24r,shelf,374s
5173CP,12758,2017-12-24 01:08:18,2017-12-24 01:08:18,Product Delivered,process activity,clerk,1c,product,5173p
4842CP,12761,2017-12-24 01:09:18,2017-12-24 01:09:18,check if the product was shaked,process activity,clerk,1c,product,4842p
3811CP,12760,2017-12-24 01:09:18,2017-12-24 01:13:18,Request product,process activity,clerk,1c,product,3811p
3811CP,12766,2017-12-24 01:13:18,2017-12-24 01:13:18,Assgin robot,process activity,robot,95r,shelf,448s
4842CP,12776,2017-12-24 01:28:18,2017-12-24 01:28:18,Product Delivered,process activity,clerk,1c,product,4842p
7905CP,12777,2017-12-24 01:28:18,2017-12-24 01:28:18,check if the product was shaked,process activity,clerk,1c,product,7905p
5148CP,12779,2017-12-24 01:29:18,2017-12-24 01:42:18,Request product,process activity,clerk,1c,product,5148p
5148CP,12784,2017-12-24 01:43:18,2017-12-24 01:43:18,Assgin robot,process activity,robot,66r,shelf,218s
7905CP,12786,2017-12-24 01:51:18,2017-12-24 01:51:18,Product Delivered,process activity,clerk,1c,product,7905p
7119CP,12787,2017-12-24 01:52:18,2017-12-24 01:52:18,check if the product was shaked,process activity,clerk,1c,product,7119p
1846CP,12789,2017-12-24 01:53:18,2017-12-24 02:14:18,Request product,process activity,clerk,1c,product,1846p
7119CP,12791,2017-12-24 02:14:18,2017-12-24 02:15:18,Product Delivered,process activity,clerk,1c,product,7119p
1846CP,12792,2017-12-24 02:15:18,2017-12-24 02:15:18,Assgin robot,process activity,robot,5r,shelf,31s
7939CP,12794,2017-12-24 02:16:18,2017-12-24 02:16:18,check if the product was shaked,process activity,clerk,1c,product,7939p
8351CP,12793,2017-12-24 02:16:18,2017-12-24 02:21:18,Request product,process activity,clerk,1c,product,8351p
8351CP,12797,2017-12-24 02:22:18,2017-12-24 02:22:18,Assgin robot,process activity,robot,96r,shelf,166s
7939CP,12801,2017-12-24 02:27:18,2017-12-24 02:27:18,Product Delivered,process activity,clerk,1c,product,7939p
9334CP,12802,2017-12-24 02:27:18,2017-12-24 02:27:18,check if the product was shaked,process activity,clerk,1c,product,9334p
9334CP,12809,2017-12-24 02:45:18,2017-12-24 02:45:18,Product Delivered,process activity,clerk,1c,product,9334p
6753CP,12811,2017-12-24 02:46:18,2017-12-24 02:46:18,check if the product was shaked,process activity,clerk,1c,product,6753p
309CP,12810,2017-12-24 02:46:18,2017-12-24 03:03:18,Request product,process activity,clerk,1c,product,309p
309CP,12818,2017-12-24 03:03:18,2017-12-24 03:03:18,Assgin robot,process activity,robot,89r,shelf,26s
6753CP,12823,2017-12-24 03:09:18,2017-12-24 03:09:18,Product Delivered,process activity,clerk,1c,product,6753p
5140CP,12825,2017-12-24 03:10:18,2017-12-24 03:10:18,check if the product was shaked,process activity,clerk,1c,product,5140p
6830CP,12824,2017-12-24 03:10:18,2017-12-24 03:16:18,Request product,process activity,clerk,1c,product,6830p
6830CP,12827,2017-12-24 03:16:18,2017-12-24 03:16:18,Assgin robot,process activity,robot,43r,shelf,491s
5140CP,12835,2017-12-24 03:32:18,2017-12-24 03:32:18,Product Delivered,process activity,clerk,1c,product,5140p
2996CP,12837,2017-12-24 03:33:18,2017-12-24 03:33:18,check if the product was shaked,process activity,clerk,1c,product,2996p
1199CP,12836,2017-12-24 03:32:18,2017-12-24 03:44:18,Request product,process activity,clerk,1c,product,1199p
1199CP,12847,2017-12-24 03:45:18,2017-12-24 03:45:18,Assgin robot,process activity,robot,63r,shelf,13s
2996CP,12852,2017-12-24 03:48:18,2017-12-24 03:48:18,Product Delivered,process activity,clerk,1c,product,2996p
7624CP,12854,2017-12-24 03:49:18,2017-12-24 03:49:18,check if the product was shaked,process activity,clerk,1c,product,7624p
7624CP,12861,2017-12-24 04:04:18,2017-12-24 04:04:18,Product Delivered,process activity,clerk,1c,product,7624p
5685CP,12862,2017-12-24 04:04:18,2017-12-24 04:04:18,check if the product was shaked,process activity,clerk,1c,product,5685p
7882CP,12856,2017-12-24 03:50:18,2017-12-24 04:10:18,Request product,process activity,clerk,1c,product,7882p
7882CP,12868,2017-12-24 04:10:18,2017-12-24 04:11:18,Assgin robot,process activity,robot,39r,shelf,323s
5685CP,12875,2017-12-24 04:22:18,2017-12-24 04:22:18,Product Delivered,process activity,clerk,1c,product,5685p
8734CP,12876,2017-12-24 04:23:18,2017-12-24 04:23:18,check if the product was shaked,process activity,clerk,1c,product,8734p
1528CP,12864,2017-12-24 04:05:18,2017-12-24 04:24:18,Request product,process activity,clerk,1c,product,1528p
1528CP,12879,2017-12-24 04:25:18,2017-12-24 04:25:18,Assgin robot,process activity,robot,44r,shelf,495s
2512CP,12878,2017-12-24 04:24:18,2017-12-24 04:31:18,Request product,process activity,clerk,1c,product,2512p
2512CP,12883,2017-12-24 04:31:18,2017-12-24 04:31:18,Assgin robot,process activity,robot,15r,shelf,253s
8734CP,12895,2017-12-24 04:45:18,2017-12-24 04:45:18,Product Delivered,process activity,clerk,1c,product,8734p
9211CP,12900,2017-12-24 04:47:18,2017-12-24 04:47:18,check if the product was shaked,process activity,clerk,1c,product,9211p
4695CP,12897,2017-12-24 04:45:18,2017-12-24 05:07:18,Request product,process activity,clerk,1c,product,4695p
4695CP,12915,2017-12-24 05:07:18,2017-12-24 05:07:18,Assgin robot,process activity,robot,83r,shelf,193s
9211CP,12917,2017-12-24 05:10:18,2017-12-24 05:10:18,Product Delivered,process activity,clerk,1c,product,9211p
8145CP,12918,2017-12-24 05:10:18,2017-12-24 05:20:18,Request product,process activity,clerk,1c,product,8145p
8145CP,12920,2017-12-24 05:21:18,2017-12-24 05:21:18,Assgin robot,process activity,robot,61r,shelf,42s
