Case Id,Event Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id
7172RP,3546,2017-12-16 17:44:18,2017-12-16 17:54:18,move shelf from dock,process activity,robot,87r,shelf,130s
8527RP,3544,2017-12-16 17:42:18,2017-12-16 17:56:18,move shelf from dock,process activity,robot,63r,shelf,150s
9090RP,3555,2017-12-16 17:53:18,2017-12-16 18:01:18,move shelf from dock,process activity,robot,85r,shelf,217s
1476RP,3564,2017-12-16 18:24:18,2017-12-16 18:25:18,putdown current shelf,process activity,robot,92r,shelf,58s
1476RP,3565,2017-12-16 18:25:18,2017-12-16 18:39:18,go to approriate shelf,process activity,robot,92r,shelf,432s
1476RP,3578,2017-12-16 18:50:18,2017-12-16 18:54:18,reduce speed,process activity,robot,92r,shelf,432s
1476RP,3571,2017-12-16 18:40:18,2017-12-16 18:54:18,move shelf to dock,process activity,robot,92r,shelf,432s
4007RP,3581,2017-12-16 18:52:18,2017-12-16 18:56:18,putdown current shelf,process activity,robot,15r,shelf,39s
5410RP,3594,2017-12-16 19:05:18,2017-12-16 19:10:18,putdown current shelf,process activity,robot,96r,shelf,424s
4007RP,3586,2017-12-16 18:57:18,2017-12-16 19:11:18,go to approriate shelf,process activity,robot,15r,shelf,351s
1476RP,3589,2017-12-16 19:01:18,2017-12-16 19:14:18,move shelf from dock,process activity,robot,92r,shelf,432s
4007RP,3599,2017-12-16 19:13:18,2017-12-16 19:16:18,move shelf to dock,process activity,robot,15r,shelf,351s
5410RP,3597,2017-12-16 19:11:18,2017-12-16 19:24:18,go to approriate shelf,process activity,robot,96r,shelf,187s
4772RP,3608,2017-12-16 19:22:18,2017-12-16 19:26:18,putdown current shelf,process activity,robot,21r,shelf,321s
4772RP,3612,2017-12-16 19:26:18,2017-12-16 19:28:18,go to approriate shelf,process activity,robot,21r,shelf,191s
4007RP,3603,2017-12-16 19:19:18,2017-12-16 19:33:18,move shelf from dock,process activity,robot,15r,shelf,351s
5410RP,3617,2017-12-16 19:33:18,2017-12-16 19:40:18,reduce speed,process activity,robot,96r,shelf,187s
5410RP,3611,2017-12-16 19:26:18,2017-12-16 19:40:18,move shelf to dock,process activity,robot,96r,shelf,187s
643RP,3624,2017-12-16 19:39:18,2017-12-16 19:41:18,putdown current shelf,process activity,robot,84r,shelf,86s
1605RP,3631,2017-12-16 19:44:18,2017-12-16 19:50:18,putdown current shelf,process activity,robot,0r,shelf,19s
1605RP,3635,2017-12-16 19:50:18,2017-12-16 19:52:18,go to approriate shelf,process activity,robot,0r,shelf,345s
643RP,3627,2017-12-16 19:43:18,2017-12-16 19:54:18,go to approriate shelf,process activity,robot,84r,shelf,27s
4772RP,3629,2017-12-16 19:44:18,2017-12-16 19:56:18,reduce speed,process activity,robot,21r,shelf,191s
4772RP,3616,2017-12-16 19:31:18,2017-12-16 19:56:18,move shelf to dock,process activity,robot,21r,shelf,191s
5410RP,3633,2017-12-16 19:48:18,2017-12-16 19:59:18,move shelf from dock,process activity,robot,96r,shelf,187s
4772RP,3648,2017-12-16 20:03:18,2017-12-16 20:14:18,move shelf from dock,process activity,robot,21r,shelf,191s
1605RP,3649,2017-12-16 20:06:18,2017-12-16 20:16:18,reduce speed,process activity,robot,0r,shelf,345s
1605RP,3637,2017-12-16 19:54:18,2017-12-16 20:16:18,move shelf to dock,process activity,robot,0r,shelf,345s
643RP,3652,2017-12-16 20:11:18,2017-12-16 20:17:18,reduce speed,process activity,robot,84r,shelf,27s
643RP,3640,2017-12-16 19:57:18,2017-12-16 20:17:18,move shelf to dock,process activity,robot,84r,shelf,27s
643RP,3669,2017-12-16 20:26:18,2017-12-16 20:28:18,move shelf from dock,process activity,robot,84r,shelf,27s
7586RP,3667,2017-12-16 20:24:18,2017-12-16 20:30:18,putdown current shelf,process activity,robot,80r,shelf,54s
1605RP,3666,2017-12-16 20:24:18,2017-12-16 20:33:18,move shelf from dock,process activity,robot,0r,shelf,345s
7586RP,3670,2017-12-16 20:30:18,2017-12-16 20:33:18,go to approriate shelf,process activity,robot,80r,shelf,498s
3062RP,3690,2017-12-16 20:55:18,2017-12-16 20:56:18,putdown current shelf,process activity,robot,60r,shelf,307s
7586RP,3679,2017-12-16 20:44:18,2017-12-16 20:56:18,reduce speed,process activity,robot,80r,shelf,498s
7586RP,3676,2017-12-16 20:33:18,2017-12-16 20:57:18,move shelf to dock,process activity,robot,80r,shelf,498s
3084RP,3692,2017-12-16 20:56:18,2017-12-16 20:59:18,putdown current shelf,process activity,robot,77r,shelf,46s
7586RP,3699,2017-12-16 21:03:18,2017-12-16 21:05:18,move shelf from dock,process activity,robot,80r,shelf,498s
9973RP,3701,2017-12-16 21:06:18,2017-12-16 21:08:18,putdown current shelf,process activity,robot,37r,shelf,174s
3062RP,3693,2017-12-16 20:56:18,2017-12-16 21:11:18,go to approriate shelf,process activity,robot,60r,shelf,401s
3084RP,3697,2017-12-16 20:59:18,2017-12-16 21:13:18,go to approriate shelf,process activity,robot,77r,shelf,73s
5072RP,3712,2017-12-16 21:18:18,2017-12-16 21:21:18,putdown current shelf,process activity,robot,49r,shelf,108s
9973RP,3702,2017-12-16 21:08:18,2017-12-16 21:22:18,go to approriate shelf,process activity,robot,37r,shelf,83s
3062RP,3716,2017-12-16 21:20:18,2017-12-16 21:26:18,reduce speed,process activity,robot,60r,shelf,401s
3062RP,3708,2017-12-16 21:13:18,2017-12-16 21:26:18,move shelf to dock,process activity,robot,60r,shelf,401s
5072RP,3717,2017-12-16 21:21:18,2017-12-16 21:32:18,go to approriate shelf,process activity,robot,49r,shelf,182s
9973RP,3719,2017-12-16 21:22:18,2017-12-16 21:32:18,move shelf to dock,process activity,robot,37r,shelf,83s
3084RP,3721,2017-12-16 21:27:18,2017-12-16 21:34:18,reduce speed,process activity,robot,77r,shelf,73s
3084RP,3710,2017-12-16 21:15:18,2017-12-16 21:34:18,move shelf to dock,process activity,robot,77r,shelf,73s
3062RP,3726,2017-12-16 21:32:18,2017-12-16 21:42:18,move shelf from dock,process activity,robot,60r,shelf,401s
858RP,3745,2017-12-16 21:54:18,2017-12-16 21:56:18,putdown current shelf,process activity,robot,14r,shelf,176s
3084RP,3742,2017-12-16 21:45:18,2017-12-16 21:58:18,move shelf from dock,process activity,robot,77r,shelf,73s
5072RP,3743,2017-12-16 21:50:18,2017-12-16 22:00:18,reduce speed,process activity,robot,49r,shelf,182s
5072RP,3736,2017-12-16 21:39:18,2017-12-16 22:00:18,move shelf to dock,process activity,robot,49r,shelf,182s
858RP,3747,2017-12-16 21:57:18,2017-12-16 22:03:18,go to approriate shelf,process activity,robot,14r,shelf,90s
9730RP,3759,2017-12-16 22:07:18,2017-12-16 22:12:18,putdown current shelf,process activity,robot,86r,shelf,357s
5072RP,3760,2017-12-16 22:08:18,2017-12-16 22:19:18,move shelf from dock,process activity,robot,49r,shelf,182s
858RP,3761,2017-12-16 22:09:18,2017-12-16 22:23:18,reduce speed,process activity,robot,14r,shelf,90s
858RP,3755,2017-12-16 22:05:18,2017-12-16 22:23:18,move shelf to dock,process activity,robot,14r,shelf,90s
9730RP,3765,2017-12-16 22:13:18,2017-12-16 22:23:18,go to approriate shelf,process activity,robot,86r,shelf,342s
5337RP,3781,2017-12-16 22:38:18,2017-12-16 22:39:18,putdown current shelf,process activity,robot,90r,shelf,479s
9730RP,3782,2017-12-16 22:38:18,2017-12-16 22:41:18,reduce speed,process activity,robot,86r,shelf,342s
9730RP,3770,2017-12-16 22:26:18,2017-12-16 22:41:18,move shelf to dock,process activity,robot,86r,shelf,342s
858RP,3776,2017-12-16 22:31:18,2017-12-16 22:44:18,move shelf from dock,process activity,robot,14r,shelf,90s
5337RP,3783,2017-12-16 22:39:18,2017-12-16 22:53:18,go to approriate shelf,process activity,robot,90r,shelf,300s
9730RP,3789,2017-12-16 22:49:18,2017-12-16 22:53:18,move shelf from dock,process activity,robot,86r,shelf,342s
5337RP,3800,2017-12-16 23:07:18,2017-12-16 23:11:18,reduce speed,process activity,robot,90r,shelf,300s
5337RP,3793,2017-12-16 22:54:18,2017-12-16 23:11:18,move shelf to dock,process activity,robot,90r,shelf,300s
394RP,3802,2017-12-16 23:09:18,2017-12-16 23:12:18,putdown current shelf,process activity,robot,44r,shelf,82s
1965RP,3809,2017-12-16 23:17:18,2017-12-16 23:19:18,putdown current shelf,process activity,robot,72r,shelf,445s
394RP,3806,2017-12-16 23:14:18,2017-12-16 23:23:18,go to approriate shelf,process activity,robot,44r,shelf,200s
5337RP,3810,2017-12-16 23:18:18,2017-12-16 23:24:18,move shelf from dock,process activity,robot,90r,shelf,300s
1412RP,3816,2017-12-16 23:28:18,2017-12-16 23:30:18,putdown current shelf,process activity,robot,37r,shelf,83s
1965RP,3812,2017-12-16 23:20:18,2017-12-16 23:34:18,go to approriate shelf,process activity,robot,72r,shelf,26s
394RP,3814,2017-12-16 23:24:18,2017-12-16 23:38:18,move shelf to dock,process activity,robot,44r,shelf,200s
7646RP,3817,2017-12-16 23:29:18,2017-12-16 23:39:18,putdown current shelf,process activity,robot,62r,shelf,130s
5774RP,3824,2017-12-16 23:37:18,2017-12-16 23:40:18,putdown current shelf,process activity,robot,68r,shelf,207s
1412RP,3818,2017-12-16 23:31:18,2017-12-16 23:42:18,go to approriate shelf,process activity,robot,37r,shelf,352s
4850RP,3825,2017-12-16 23:38:18,2017-12-16 23:43:18,putdown current shelf,process activity,robot,95r,shelf,396s
394RP,3832,2017-12-16 23:43:18,2017-12-16 23:45:18,move shelf from dock,process activity,robot,44r,shelf,200s
4850RP,3834,2017-12-16 23:45:18,2017-12-16 23:48:18,go to approriate shelf,process activity,robot,95r,shelf,290s
7646RP,3827,2017-12-16 23:40:18,2017-12-16 23:53:18,go to approriate shelf,process activity,robot,62r,shelf,58s
5774RP,3829,2017-12-16 23:40:18,2017-12-16 23:54:18,go to approriate shelf,process activity,robot,68r,shelf,264s
1412RP,3850,2017-12-16 23:59:18,2017-12-17 00:01:18,reduce speed,process activity,robot,37r,shelf,352s
1412RP,3835,2017-12-16 23:45:18,2017-12-17 00:01:18,move shelf to dock,process activity,robot,37r,shelf,352s
1965RP,3837,2017-12-16 23:49:18,2017-12-17 00:01:18,reduce speed,process activity,robot,72r,shelf,26s
1965RP,3820,2017-12-16 23:35:18,2017-12-17 00:01:18,move shelf to dock,process activity,robot,72r,shelf,26s
5791RP,3851,2017-12-16 23:59:18,2017-12-17 00:04:18,putdown current shelf,process activity,robot,83r,shelf,58s
4850RP,3841,2017-12-16 23:52:18,2017-12-17 00:05:18,reduce speed,process activity,robot,95r,shelf,290s
4850RP,3839,2017-12-16 23:50:18,2017-12-17 00:05:18,move shelf to dock,process activity,robot,95r,shelf,290s
5774RP,3852,2017-12-16 23:59:18,2017-12-17 00:13:18,reduce speed,process activity,robot,68r,shelf,264s
5774RP,3846,2017-12-16 23:55:18,2017-12-17 00:13:18,move shelf to dock,process activity,robot,68r,shelf,264s
5791RP,3859,2017-12-17 00:08:18,2017-12-17 00:20:18,go to approriate shelf,process activity,robot,83r,shelf,389s
1412RP,3867,2017-12-17 00:13:18,2017-12-17 00:23:18,move shelf from dock,process activity,robot,37r,shelf,352s
1965RP,3874,2017-12-17 00:17:18,2017-12-17 00:24:18,move shelf from dock,process activity,robot,72r,shelf,26s
7646RP,3865,2017-12-17 00:11:18,2017-12-17 00:26:18,reduce speed,process activity,robot,62r,shelf,58s
7646RP,3844,2017-12-16 23:54:18,2017-12-17 00:26:18,move shelf to dock,process activity,robot,62r,shelf,58s
2271RP,3885,2017-12-17 00:28:18,2017-12-17 00:32:18,putdown current shelf,process activity,robot,39r,shelf,290s
5791RP,3889,2017-12-17 00:30:18,2017-12-17 00:33:18,reduce speed,process activity,robot,83r,shelf,389s
5791RP,3879,2017-12-17 00:22:18,2017-12-17 00:33:18,move shelf to dock,process activity,robot,83r,shelf,389s
5774RP,3878,2017-12-17 00:22:18,2017-12-17 00:35:18,move shelf from dock,process activity,robot,68r,shelf,264s
4850RP,3880,2017-12-17 00:23:18,2017-12-17 00:35:18,move shelf from dock,process activity,robot,95r,shelf,290s
2271RP,3893,2017-12-17 00:32:18,2017-12-17 00:37:18,go to approriate shelf,process activity,robot,39r,shelf,118s
7646RP,3896,2017-12-17 00:35:18,2017-12-17 00:44:18,move shelf from dock,process activity,robot,62r,shelf,58s
5791RP,3902,2017-12-17 00:41:18,2017-12-17 00:55:18,move shelf from dock,process activity,robot,83r,shelf,389s
3279RP,3907,2017-12-17 00:55:18,2017-12-17 00:58:18,putdown current shelf,process activity,robot,50r,shelf,58s
3279RP,3912,2017-12-17 00:58:18,2017-12-17 01:05:18,go to approriate shelf,process activity,robot,50r,shelf,28s
2271RP,3905,2017-12-17 00:52:18,2017-12-17 01:08:18,reduce speed,process activity,robot,39r,shelf,118s
2271RP,3901,2017-12-17 00:40:18,2017-12-17 01:08:18,move shelf to dock,process activity,robot,39r,shelf,118s
3391RP,3928,2017-12-17 01:21:18,2017-12-17 01:23:18,putdown current shelf,process activity,robot,41r,shelf,245s
4709RP,3930,2017-12-17 01:22:18,2017-12-17 01:26:18,putdown current shelf,process activity,robot,33r,shelf,137s
2271RP,3925,2017-12-17 01:14:18,2017-12-17 01:28:18,move shelf from dock,process activity,robot,39r,shelf,118s
4709RP,3934,2017-12-17 01:27:18,2017-12-17 01:31:18,go to approriate shelf,process activity,robot,33r,shelf,32s
3279RP,3929,2017-12-17 01:21:18,2017-12-17 01:34:18,reduce speed,process activity,robot,50r,shelf,28s
3279RP,3917,2017-12-17 01:08:18,2017-12-17 01:34:18,move shelf to dock,process activity,robot,50r,shelf,28s
3391RP,3931,2017-12-17 01:23:18,2017-12-17 01:37:18,go to approriate shelf,process activity,robot,41r,shelf,291s
3279RP,3944,2017-12-17 01:40:18,2017-12-17 01:44:18,move shelf from dock,process activity,robot,50r,shelf,28s
3391RP,3943,2017-12-17 01:40:18,2017-12-17 01:44:18,move shelf to dock,process activity,robot,41r,shelf,291s
7660RP,3957,2017-12-17 01:53:18,2017-12-17 01:54:18,putdown current shelf,process activity,robot,27r,shelf,98s
3391RP,3955,2017-12-17 01:49:18,2017-12-17 01:55:18,move shelf from dock,process activity,robot,41r,shelf,291s
4709RP,3952,2017-12-17 01:46:18,2017-12-17 01:55:18,reduce speed,process activity,robot,33r,shelf,32s
4709RP,3937,2017-12-17 01:32:18,2017-12-17 01:55:18,move shelf to dock,process activity,robot,33r,shelf,32s
7660RP,3960,2017-12-17 01:54:18,2017-12-17 02:08:18,go to approriate shelf,process activity,robot,27r,shelf,304s
4709RP,3967,2017-12-17 02:02:18,2017-12-17 02:10:18,move shelf from dock,process activity,robot,33r,shelf,32s
4457RP,3978,2017-12-17 02:16:18,2017-12-17 02:17:18,putdown current shelf,process activity,robot,75r,shelf,10s
7800RP,3983,2017-12-17 02:20:18,2017-12-17 02:25:18,putdown current shelf,process activity,robot,28r,shelf,254s
7660RP,3981,2017-12-17 02:19:18,2017-12-17 02:28:18,reduce speed,process activity,robot,27r,shelf,304s
7660RP,3971,2017-12-17 02:09:18,2017-12-17 02:28:18,move shelf to dock,process activity,robot,27r,shelf,304s
4457RP,3979,2017-12-17 02:18:18,2017-12-17 02:32:18,go to approriate shelf,process activity,robot,75r,shelf,404s
7800RP,3986,2017-12-17 02:25:18,2017-12-17 02:37:18,go to approriate shelf,process activity,robot,28r,shelf,158s
4565RP,3995,2017-12-17 02:35:18,2017-12-17 02:39:18,putdown current shelf,process activity,robot,19r,shelf,299s
7660RP,3994,2017-12-17 02:35:18,2017-12-17 02:40:18,move shelf from dock,process activity,robot,27r,shelf,304s
4565RP,4002,2017-12-17 02:39:18,2017-12-17 02:42:18,go to approriate shelf,process activity,robot,19r,shelf,441s
7800RP,4000,2017-12-17 02:39:18,2017-12-17 02:49:18,move shelf to dock,process activity,robot,28r,shelf,158s
4457RP,4003,2017-12-17 02:40:18,2017-12-17 02:55:18,reduce speed,process activity,robot,75r,shelf,404s
4457RP,3992,2017-12-17 02:34:18,2017-12-17 02:55:18,move shelf to dock,process activity,robot,75r,shelf,404s
7800RP,4018,2017-12-17 02:58:18,2017-12-17 03:03:18,move shelf from dock,process activity,robot,28r,shelf,158s
9057RP,4020,2017-12-17 02:59:18,2017-12-17 03:05:18,putdown current shelf,process activity,robot,94r,shelf,443s
2185RP,4030,2017-12-17 03:10:18,2017-12-17 03:16:18,putdown current shelf,process activity,robot,7r,shelf,141s
4457RP,4025,2017-12-17 03:02:18,2017-12-17 03:17:18,move shelf from dock,process activity,robot,75r,shelf,404s
9057RP,4027,2017-12-17 03:05:18,2017-12-17 03:19:18,go to approriate shelf,process activity,robot,94r,shelf,431s
5556RP,4037,2017-12-17 03:19:18,2017-12-17 03:26:18,putdown current shelf,process activity,robot,73r,shelf,241s
2185RP,4032,2017-12-17 03:17:18,2017-12-17 03:30:18,go to approriate shelf,process activity,robot,7r,shelf,362s
5556RP,4041,2017-12-17 03:26:18,2017-12-17 03:31:18,go to approriate shelf,process activity,robot,73r,shelf,121s
6544RP,4046,2017-12-17 03:32:18,2017-12-17 03:38:18,putdown current shelf,process activity,robot,26r,shelf,305s
5556RP,4048,2017-12-17 03:34:18,2017-12-17 03:38:18,move shelf to dock,process activity,robot,73r,shelf,121s
6544RP,4052,2017-12-17 03:38:18,2017-12-17 03:41:18,go to approriate shelf,process activity,robot,26r,shelf,345s
9057RP,4044,2017-12-17 03:31:18,2017-12-17 03:44:18,reduce speed,process activity,robot,94r,shelf,431s
9057RP,4039,2017-12-17 03:21:18,2017-12-17 03:44:18,move shelf to dock,process activity,robot,94r,shelf,431s
2855RP,4059,2017-12-17 03:43:18,2017-12-17 03:48:18,putdown current shelf,process activity,robot,64r,shelf,245s
8534RP,4070,2017-12-17 03:56:18,2017-12-17 04:00:18,putdown current shelf,process activity,robot,46r,shelf,91s
2185RP,4066,2017-12-17 03:47:18,2017-12-17 04:01:18,reduce speed,process activity,robot,7r,shelf,362s
2185RP,4049,2017-12-17 03:34:18,2017-12-17 04:01:18,move shelf to dock,process activity,robot,7r,shelf,362s
2855RP,4067,2017-12-17 03:49:18,2017-12-17 04:03:18,go to approriate shelf,process activity,robot,64r,shelf,426s
6544RP,4068,2017-12-17 03:51:18,2017-12-17 04:06:18,reduce speed,process activity,robot,26r,shelf,345s
6544RP,4057,2017-12-17 03:42:18,2017-12-17 04:06:18,move shelf to dock,process activity,robot,26r,shelf,345s
4207RP,4072,2017-12-17 03:57:18,2017-12-17 04:08:18,putdown current shelf,process activity,robot,61r,shelf,107s
8534RP,4077,2017-12-17 04:00:18,2017-12-17 04:14:18,go to approriate shelf,process activity,robot,46r,shelf,257s
6198RP,4095,2017-12-17 04:15:18,2017-12-17 04:17:18,putdown current shelf,process activity,robot,88r,shelf,229s
2185RP,4093,2017-12-17 04:14:18,2017-12-17 04:21:18,move shelf from dock,process activity,robot,7r,shelf,362s
4207RP,4084,2017-12-17 04:08:18,2017-12-17 04:21:18,go to approriate shelf,process activity,robot,61r,shelf,101s
6544RP,4096,2017-12-17 04:15:18,2017-12-17 04:25:18,move shelf from dock,process activity,robot,26r,shelf,345s
8534RP,4099,2017-12-17 04:17:18,2017-12-17 04:31:18,move shelf to dock,process activity,robot,46r,shelf,257s
2855RP,4082,2017-12-17 04:06:18,2017-12-17 04:33:18,move shelf to dock,process activity,robot,64r,shelf,426s
6198RP,4100,2017-12-17 04:17:18,2017-12-17 04:33:18,go to approriate shelf,process activity,robot,88r,shelf,222s
4207RP,4102,2017-12-17 04:22:18,2017-12-17 04:34:18,move shelf to dock,process activity,robot,61r,shelf,101s
8534RP,4114,2017-12-17 04:37:18,2017-12-17 04:41:18,move shelf from dock,process activity,robot,46r,shelf,257s
3412RP,4120,2017-12-17 04:40:18,2017-12-17 04:41:18,putdown current shelf,process activity,robot,36r,shelf,69s
3412RP,4121,2017-12-17 04:41:18,2017-12-17 04:47:18,go to approriate shelf,process activity,robot,36r,shelf,181s
4207RP,4123,2017-12-17 04:43:18,2017-12-17 04:50:18,move shelf from dock,process activity,robot,61r,shelf,101s
5211RP,4131,2017-12-17 04:52:18,2017-12-17 04:53:18,putdown current shelf,process activity,robot,58r,shelf,466s
4574RP,4135,2017-12-17 04:54:18,2017-12-17 04:58:18,putdown current shelf,process activity,robot,18r,shelf,406s
6198RP,4124,2017-12-17 04:47:18,2017-12-17 05:00:18,reduce speed,process activity,robot,88r,shelf,222s
6198RP,4111,2017-12-17 04:34:18,2017-12-17 05:00:18,move shelf to dock,process activity,robot,88r,shelf,222s
5211RP,4133,2017-12-17 04:53:18,2017-12-17 05:05:18,go to approriate shelf,process activity,robot,58r,shelf,316s
4574RP,4136,2017-12-17 04:58:18,2017-12-17 05:12:18,go to approriate shelf,process activity,robot,18r,shelf,12s
3412RP,4137,2017-12-17 04:59:18,2017-12-17 05:13:18,reduce speed,process activity,robot,36r,shelf,181s
3412RP,4129,2017-12-17 04:50:18,2017-12-17 05:13:18,move shelf to dock,process activity,robot,36r,shelf,181s
7125RP,4151,2017-12-17 05:10:18,2017-12-17 05:18:18,putdown current shelf,process activity,robot,82r,shelf,280s
6198RP,4145,2017-12-17 05:05:18,2017-12-17 05:19:18,move shelf from dock,process activity,robot,88r,shelf,222s
5211RP,4150,2017-12-17 05:10:18,2017-12-17 05:20:18,reduce speed,process activity,robot,58r,shelf,316s
5211RP,4147,2017-12-17 05:06:18,2017-12-17 05:20:18,move shelf to dock,process activity,robot,58r,shelf,316s
3412RP,4159,2017-12-17 05:18:18,2017-12-17 05:24:18,move shelf from dock,process activity,robot,36r,shelf,181s
4574RP,4154,2017-12-17 05:14:18,2017-12-17 05:27:18,move shelf to dock,process activity,robot,18r,shelf,12s
5211RP,4165,2017-12-17 05:26:18,2017-12-17 05:32:18,move shelf from dock,process activity,robot,58r,shelf,316s
7125RP,4160,2017-12-17 05:19:18,2017-12-17 05:32:18,go to approriate shelf,process activity,robot,82r,shelf,100s
4574RP,4173,2017-12-17 05:32:18,2017-12-17 05:42:18,move shelf from dock,process activity,robot,18r,shelf,12s
7125RP,4178,2017-12-17 05:44:18,2017-12-17 05:53:18,reduce speed,process activity,robot,82r,shelf,100s
7125RP,4175,2017-12-17 05:33:18,2017-12-17 05:53:18,move shelf to dock,process activity,robot,82r,shelf,100s
2981RP,4183,2017-12-17 05:51:18,2017-12-17 05:58:18,putdown current shelf,process activity,robot,23r,shelf,271s
2981RP,4189,2017-12-17 05:58:18,2017-12-17 06:07:18,go to approriate shelf,process activity,robot,23r,shelf,228s
7125RP,4190,2017-12-17 05:59:18,2017-12-17 06:12:18,move shelf from dock,process activity,robot,82r,shelf,100s
2981RP,4197,2017-12-17 06:09:18,2017-12-17 06:13:18,move shelf to dock,process activity,robot,23r,shelf,228s
2981RP,4201,2017-12-17 06:17:18,2017-12-17 06:27:18,move shelf from dock,process activity,robot,23r,shelf,228s
1679RP,4213,2017-12-17 06:43:18,2017-12-17 06:45:18,putdown current shelf,process activity,robot,4r,shelf,131s
1679RP,4214,2017-12-17 06:45:18,2017-12-17 06:58:18,go to approriate shelf,process activity,robot,4r,shelf,249s
2529RP,4221,2017-12-17 06:57:18,2017-12-17 07:00:18,putdown current shelf,process activity,robot,78r,shelf,121s
1290RP,4226,2017-12-17 07:04:18,2017-12-17 07:08:18,putdown current shelf,process activity,robot,48r,shelf,481s
1290RP,4227,2017-12-17 07:09:18,2017-12-17 07:14:18,go to approriate shelf,process activity,robot,48r,shelf,329s
2529RP,4224,2017-12-17 07:00:18,2017-12-17 07:15:18,go to approriate shelf,process activity,robot,78r,shelf,65s
1232RP,4240,2017-12-17 07:18:18,2017-12-17 07:19:18,putdown current shelf,process activity,robot,31r,shelf,467s
2529RP,4236,2017-12-17 07:17:18,2017-12-17 07:23:18,move shelf to dock,process activity,robot,78r,shelf,65s
1679RP,4233,2017-12-17 07:14:18,2017-12-17 07:24:18,reduce speed,process activity,robot,4r,shelf,249s
1679RP,4223,2017-12-17 07:00:18,2017-12-17 07:24:18,move shelf to dock,process activity,robot,4r,shelf,249s
1290RP,4253,2017-12-17 07:29:18,2017-12-17 07:32:18,reduce speed,process activity,robot,48r,shelf,329s
1290RP,4237,2017-12-17 07:17:18,2017-12-17 07:32:18,move shelf to dock,process activity,robot,48r,shelf,329s
2529RP,4249,2017-12-17 07:28:18,2017-12-17 07:34:18,move shelf from dock,process activity,robot,78r,shelf,65s
1232RP,4242,2017-12-17 07:20:18,2017-12-17 07:34:18,go to approriate shelf,process activity,robot,31r,shelf,192s
6202RP,4264,2017-12-17 07:37:18,2017-12-17 07:41:18,putdown current shelf,process activity,robot,69r,shelf,79s
1679RP,4256,2017-12-17 07:31:18,2017-12-17 07:45:18,move shelf from dock,process activity,robot,4r,shelf,249s
6202RP,4267,2017-12-17 07:41:18,2017-12-17 07:50:18,go to approriate shelf,process activity,robot,69r,shelf,153s
1232RP,4273,2017-12-17 07:50:18,2017-12-17 07:52:18,reduce speed,process activity,robot,31r,shelf,192s
1232RP,4261,2017-12-17 07:36:18,2017-12-17 07:52:18,move shelf to dock,process activity,robot,31r,shelf,192s
1290RP,4266,2017-12-17 07:40:18,2017-12-17 07:54:18,move shelf from dock,process activity,robot,48r,shelf,329s
8376RP,4287,2017-12-17 07:59:18,2017-12-17 08:03:18,putdown current shelf,process activity,robot,3r,shelf,167s
6202RP,4288,2017-12-17 08:01:18,2017-12-17 08:07:18,reduce speed,process activity,robot,69r,shelf,153s
6202RP,4275,2017-12-17 07:52:18,2017-12-17 08:07:18,move shelf to dock,process activity,robot,69r,shelf,153s
1232RP,4286,2017-12-17 07:59:18,2017-12-17 08:09:18,move shelf from dock,process activity,robot,31r,shelf,192s
6760RP,4292,2017-12-17 08:05:18,2017-12-17 08:10:18,putdown current shelf,process activity,robot,38r,shelf,295s
8376RP,4289,2017-12-17 08:03:18,2017-12-17 08:16:18,go to approriate shelf,process activity,robot,3r,shelf,453s
6760RP,4296,2017-12-17 08:10:18,2017-12-17 08:24:18,go to approriate shelf,process activity,robot,38r,shelf,63s
6202RP,4302,2017-12-17 08:14:18,2017-12-17 08:28:18,move shelf from dock,process activity,robot,69r,shelf,153s
2908RP,4314,2017-12-17 08:28:18,2017-12-17 08:32:18,putdown current shelf,process activity,robot,54r,shelf,380s
2908RP,4317,2017-12-17 08:32:18,2017-12-17 08:34:18,go to approriate shelf,process activity,robot,54r,shelf,202s
8376RP,4316,2017-12-17 08:29:18,2017-12-17 08:34:18,reduce speed,process activity,robot,3r,shelf,453s
8376RP,4305,2017-12-17 08:18:18,2017-12-17 08:34:18,move shelf to dock,process activity,robot,3r,shelf,453s
6760RP,4312,2017-12-17 08:25:18,2017-12-17 08:38:18,move shelf to dock,process activity,robot,38r,shelf,63s
8376RP,4331,2017-12-17 08:43:18,2017-12-17 08:46:18,move shelf from dock,process activity,robot,3r,shelf,453s
2908RP,4332,2017-12-17 08:45:18,2017-12-17 08:54:18,reduce speed,process activity,robot,54r,shelf,202s
2908RP,4323,2017-12-17 08:38:18,2017-12-17 08:54:18,move shelf to dock,process activity,robot,54r,shelf,202s
6760RP,4334,2017-12-17 08:46:18,2017-12-17 08:56:18,move shelf from dock,process activity,robot,38r,shelf,63s
1247RP,4346,2017-12-17 09:02:18,2017-12-17 09:06:18,putdown current shelf,process activity,robot,67r,shelf,239s
1247RP,4351,2017-12-17 09:06:18,2017-12-17 09:10:18,go to approriate shelf,process activity,robot,67r,shelf,428s
2908RP,4344,2017-12-17 09:01:18,2017-12-17 09:13:18,move shelf from dock,process activity,robot,54r,shelf,202s
2129RP,4360,2017-12-17 09:18:18,2017-12-17 09:21:18,putdown current shelf,process activity,robot,71r,shelf,3s
