Case Id,Event Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id
6415RP,13093,2017-12-24 08:41:18,2017-12-24 08:56:18,go to approriate shelf,process activity,robot,75r,shelf,310s
7964RP,13111,2017-12-24 09:00:18,2017-12-24 09:01:18,putdown current shelf,process activity,robot,26r,shelf,320s
862RP,13103,2017-12-24 08:48:18,2017-12-24 09:02:18,move shelf from dock,process activity,robot,56r,shelf,467s
121RP,13107,2017-12-24 08:58:18,2017-12-24 09:02:18,putdown current shelf,process activity,robot,1r,shelf,368s
121RP,13115,2017-12-24 09:03:18,2017-12-24 09:05:18,go to approriate shelf,process activity,robot,1r,shelf,349s
7964RP,13114,2017-12-24 09:02:18,2017-12-24 09:07:18,go to approriate shelf,process activity,robot,26r,shelf,242s
3783RP,13112,2017-12-24 09:01:18,2017-12-24 09:09:18,putdown current shelf,process activity,robot,72r,shelf,360s
6415RP,13127,2017-12-24 09:10:18,2017-12-24 09:13:18,reduce speed,process activity,robot,75r,shelf,310s
6415RP,13105,2017-12-24 08:57:18,2017-12-24 09:13:18,move shelf to dock,process activity,robot,75r,shelf,310s
7964RP,13123,2017-12-24 09:08:18,2017-12-24 09:15:18,move shelf to dock,process activity,robot,26r,shelf,242s
1706RP,13128,2017-12-24 09:11:18,2017-12-24 09:16:18,putdown current shelf,process activity,robot,29r,shelf,36s
1706RP,13134,2017-12-24 09:16:18,2017-12-24 09:19:18,go to approriate shelf,process activity,robot,29r,shelf,219s
3783RP,13125,2017-12-24 09:09:18,2017-12-24 09:22:18,go to approriate shelf,process activity,robot,72r,shelf,312s
8284RP,13138,2017-12-24 09:18:18,2017-12-24 09:23:18,putdown current shelf,process activity,robot,64r,shelf,479s
121RP,13126,2017-12-24 09:10:18,2017-12-24 09:23:18,move shelf to dock,process activity,robot,1r,shelf,349s
6415RP,13142,2017-12-24 09:20:18,2017-12-24 09:34:18,move shelf from dock,process activity,robot,75r,shelf,310s
7964RP,13151,2017-12-24 09:25:18,2017-12-24 09:35:18,move shelf from dock,process activity,robot,26r,shelf,242s
8284RP,13147,2017-12-24 09:23:18,2017-12-24 09:38:18,go to approriate shelf,process activity,robot,64r,shelf,403s
1706RP,13161,2017-12-24 09:35:18,2017-12-24 09:41:18,reduce speed,process activity,robot,29r,shelf,219s
1706RP,13141,2017-12-24 09:20:18,2017-12-24 09:41:18,move shelf to dock,process activity,robot,29r,shelf,219s
3783RP,13160,2017-12-24 09:31:18,2017-12-24 09:43:18,reduce speed,process activity,robot,72r,shelf,312s
3783RP,13146,2017-12-24 09:23:18,2017-12-24 09:43:18,move shelf to dock,process activity,robot,72r,shelf,312s
121RP,13159,2017-12-24 09:29:18,2017-12-24 09:44:18,move shelf from dock,process activity,robot,1r,shelf,349s
5342RP,13170,2017-12-24 09:41:18,2017-12-24 09:44:18,putdown current shelf,process activity,robot,6r,shelf,340s
5148RP,13164,2017-12-24 09:37:18,2017-12-24 09:46:18,putdown current shelf,process activity,robot,66r,shelf,59s
5342RP,13176,2017-12-24 09:45:18,2017-12-24 09:48:18,go to approriate shelf,process activity,robot,6r,shelf,101s
1706RP,13183,2017-12-24 09:50:18,2017-12-24 09:56:18,move shelf from dock,process activity,robot,29r,shelf,219s
3783RP,13186,2017-12-24 09:52:18,2017-12-24 09:58:18,move shelf from dock,process activity,robot,72r,shelf,312s
5148RP,13179,2017-12-24 09:46:18,2017-12-24 10:00:18,go to approriate shelf,process activity,robot,66r,shelf,218s
8284RP,13187,2017-12-24 09:53:18,2017-12-24 10:05:18,reduce speed,process activity,robot,64r,shelf,403s
8284RP,13168,2017-12-24 09:40:18,2017-12-24 10:05:18,move shelf to dock,process activity,robot,64r,shelf,403s
1702RP,13193,2017-12-24 10:00:18,2017-12-24 10:07:18,putdown current shelf,process activity,robot,58r,shelf,219s
5148RP,13196,2017-12-24 10:02:18,2017-12-24 10:09:18,move shelf to dock,process activity,robot,66r,shelf,218s
1702RP,13201,2017-12-24 10:07:18,2017-12-24 10:11:18,go to approriate shelf,process activity,robot,58r,shelf,419s
5342RP,13197,2017-12-24 10:03:18,2017-12-24 10:17:18,reduce speed,process activity,robot,6r,shelf,101s
5342RP,13182,2017-12-24 09:50:18,2017-12-24 10:18:18,move shelf to dock,process activity,robot,6r,shelf,101s
1702RP,13209,2017-12-24 10:12:18,2017-12-24 10:20:18,move shelf to dock,process activity,robot,58r,shelf,419s
9804RP,13214,2017-12-24 10:17:18,2017-12-24 10:23:18,putdown current shelf,process activity,robot,36r,shelf,146s
8284RP,13211,2017-12-24 10:15:18,2017-12-24 10:27:18,move shelf from dock,process activity,robot,64r,shelf,403s
3616RP,13222,2017-12-24 10:23:18,2017-12-24 10:28:18,putdown current shelf,process activity,robot,3r,shelf,98s
3616RP,13228,2017-12-24 10:28:18,2017-12-24 10:30:18,go to approriate shelf,process activity,robot,3r,shelf,23s
9804RP,13223,2017-12-24 10:23:18,2017-12-24 10:35:18,go to approriate shelf,process activity,robot,36r,shelf,454s
1702RP,13227,2017-12-24 10:28:18,2017-12-24 10:37:18,move shelf from dock,process activity,robot,58r,shelf,419s
5342RP,13225,2017-12-24 10:25:18,2017-12-24 10:39:18,move shelf from dock,process activity,robot,6r,shelf,101s
9804RP,13237,2017-12-24 10:39:18,2017-12-24 10:41:18,reduce speed,process activity,robot,36r,shelf,454s
9804RP,13235,2017-12-24 10:36:18,2017-12-24 10:41:18,move shelf to dock,process activity,robot,36r,shelf,454s
3616RP,13230,2017-12-24 10:31:18,2017-12-24 10:44:18,move shelf to dock,process activity,robot,3r,shelf,23s
3616RP,13247,2017-12-24 10:49:18,2017-12-24 10:52:18,move shelf from dock,process activity,robot,3r,shelf,23s
9804RP,13245,2017-12-24 10:47:18,2017-12-24 11:00:18,move shelf from dock,process activity,robot,36r,shelf,454s
4868RP,13259,2017-12-24 11:16:18,2017-12-24 11:18:18,putdown current shelf,process activity,robot,82r,shelf,314s
3566RP,13263,2017-12-24 11:21:18,2017-12-24 11:25:18,putdown current shelf,process activity,robot,51r,shelf,40s
3566RP,13264,2017-12-24 11:25:18,2017-12-24 11:27:18,go to approriate shelf,process activity,robot,51r,shelf,83s
4868RP,13260,2017-12-24 11:18:18,2017-12-24 11:29:18,go to approriate shelf,process activity,robot,82r,shelf,198s
4868RP,13268,2017-12-24 11:30:18,2017-12-24 11:43:18,move shelf to dock,process activity,robot,82r,shelf,198s
3566RP,13272,2017-12-24 11:40:18,2017-12-24 11:50:18,reduce speed,process activity,robot,51r,shelf,83s
3566RP,13266,2017-12-24 11:29:18,2017-12-24 11:50:18,move shelf to dock,process activity,robot,51r,shelf,83s
3566RP,13285,2017-12-24 11:57:18,2017-12-24 12:00:18,move shelf from dock,process activity,robot,51r,shelf,83s
2370RP,13286,2017-12-24 11:58:18,2017-12-24 12:02:18,putdown current shelf,process activity,robot,72r,shelf,312s
4868RP,13276,2017-12-24 11:50:18,2017-12-24 12:04:18,move shelf from dock,process activity,robot,82r,shelf,198s
6008RP,13294,2017-12-24 12:12:18,2017-12-24 12:14:18,putdown current shelf,process activity,robot,48r,shelf,218s
2370RP,13287,2017-12-24 12:02:18,2017-12-24 12:16:18,go to approriate shelf,process activity,robot,72r,shelf,469s
3970RP,13304,2017-12-24 12:19:18,2017-12-24 12:22:18,putdown current shelf,process activity,robot,69r,shelf,240s
6008RP,13295,2017-12-24 12:15:18,2017-12-24 12:29:18,go to approriate shelf,process activity,robot,48r,shelf,162s
3970RP,13306,2017-12-24 12:22:18,2017-12-24 12:32:18,go to approriate shelf,process activity,robot,69r,shelf,73s
2370RP,13310,2017-12-24 12:32:18,2017-12-24 12:36:18,reduce speed,process activity,robot,72r,shelf,469s
2370RP,13301,2017-12-24 12:17:18,2017-12-24 12:36:18,move shelf to dock,process activity,robot,72r,shelf,469s
5480RP,13314,2017-12-24 12:34:18,2017-12-24 12:37:18,putdown current shelf,process activity,robot,67r,shelf,416s
6008RP,13322,2017-12-24 12:39:18,2017-12-24 12:41:18,reduce speed,process activity,robot,48r,shelf,162s
6008RP,13308,2017-12-24 12:31:18,2017-12-24 12:41:18,move shelf to dock,process activity,robot,48r,shelf,162s
3970RP,13332,2017-12-24 12:46:18,2017-12-24 12:48:18,reduce speed,process activity,robot,69r,shelf,73s
3970RP,13312,2017-12-24 12:33:18,2017-12-24 12:48:18,move shelf to dock,process activity,robot,69r,shelf,73s
5480RP,13319,2017-12-24 12:37:18,2017-12-24 12:51:18,go to approriate shelf,process activity,robot,67r,shelf,87s
8518RP,13337,2017-12-24 12:48:18,2017-12-24 12:55:18,putdown current shelf,process activity,robot,31r,shelf,242s
2370RP,13328,2017-12-24 12:44:18,2017-12-24 12:57:18,move shelf from dock,process activity,robot,72r,shelf,469s
5480RP,13343,2017-12-24 12:53:18,2017-12-24 12:58:18,move shelf to dock,process activity,robot,67r,shelf,87s
3970RP,13345,2017-12-24 12:55:18,2017-12-24 13:01:18,move shelf from dock,process activity,robot,69r,shelf,73s
6008RP,13339,2017-12-24 12:50:18,2017-12-24 13:04:18,move shelf from dock,process activity,robot,48r,shelf,162s
5480RP,13351,2017-12-24 13:03:18,2017-12-24 13:09:18,move shelf from dock,process activity,robot,67r,shelf,87s
8518RP,13346,2017-12-24 12:55:18,2017-12-24 13:09:18,go to approriate shelf,process activity,robot,31r,shelf,273s
8518RP,13353,2017-12-24 13:10:18,2017-12-24 13:12:18,move shelf to dock,process activity,robot,31r,shelf,273s
5520RP,13360,2017-12-24 13:14:18,2017-12-24 13:18:18,putdown current shelf,process activity,robot,94r,shelf,395s
5520RP,13366,2017-12-24 13:18:18,2017-12-24 13:20:18,go to approriate shelf,process activity,robot,94r,shelf,194s
8518RP,13365,2017-12-24 13:17:18,2017-12-24 13:28:18,move shelf from dock,process activity,robot,31r,shelf,273s
5520RP,13377,2017-12-24 13:35:18,2017-12-24 13:39:18,reduce speed,process activity,robot,94r,shelf,194s
5520RP,13372,2017-12-24 13:23:18,2017-12-24 13:39:18,move shelf to dock,process activity,robot,94r,shelf,194s
837RP,13376,2017-12-24 13:34:18,2017-12-24 13:41:18,putdown current shelf,process activity,robot,68r,shelf,488s
5446RP,13387,2017-12-24 13:45:18,2017-12-24 13:47:18,putdown current shelf,process activity,robot,97r,shelf,116s
5446RP,13390,2017-12-24 13:47:18,2017-12-24 13:49:18,go to approriate shelf,process activity,robot,97r,shelf,449s
837RP,13384,2017-12-24 13:43:18,2017-12-24 13:54:18,go to approriate shelf,process activity,robot,68r,shelf,22s
5520RP,13389,2017-12-24 13:47:18,2017-12-24 13:54:18,move shelf from dock,process activity,robot,94r,shelf,194s
4930RP,13400,2017-12-24 13:57:18,2017-12-24 14:02:18,putdown current shelf,process activity,robot,71r,shelf,312s
837RP,13395,2017-12-24 13:55:18,2017-12-24 14:08:18,move shelf to dock,process activity,robot,68r,shelf,22s
5446RP,13401,2017-12-24 13:58:18,2017-12-24 14:13:18,reduce speed,process activity,robot,97r,shelf,449s
5446RP,13392,2017-12-24 13:51:18,2017-12-24 14:14:18,move shelf to dock,process activity,robot,97r,shelf,449s
4930RP,13402,2017-12-24 14:02:18,2017-12-24 14:16:18,go to approriate shelf,process activity,robot,71r,shelf,1s
9379RP,13412,2017-12-24 14:15:18,2017-12-24 14:19:18,putdown current shelf,process activity,robot,77r,shelf,472s
2380RP,13419,2017-12-24 14:19:18,2017-12-24 14:22:18,putdown current shelf,process activity,robot,79r,shelf,406s
837RP,13409,2017-12-24 14:13:18,2017-12-24 14:27:18,move shelf from dock,process activity,robot,68r,shelf,22s
9379RP,13420,2017-12-24 14:19:18,2017-12-24 14:30:18,go to approriate shelf,process activity,robot,77r,shelf,84s
5446RP,13423,2017-12-24 14:20:18,2017-12-24 14:35:18,move shelf from dock,process activity,robot,97r,shelf,449s
2380RP,13427,2017-12-24 14:23:18,2017-12-24 14:38:18,go to approriate shelf,process activity,robot,79r,shelf,120s
2921RP,13437,2017-12-24 14:42:18,2017-12-24 14:44:18,putdown current shelf,process activity,robot,65r,shelf,207s
4930RP,13431,2017-12-24 14:33:18,2017-12-24 14:45:18,reduce speed,process activity,robot,71r,shelf,1s
4930RP,13416,2017-12-24 14:17:18,2017-12-24 14:45:18,move shelf to dock,process activity,robot,71r,shelf,1s
9379RP,13430,2017-12-24 14:32:18,2017-12-24 14:46:18,move shelf to dock,process activity,robot,77r,shelf,84s
4930RP,13446,2017-12-24 14:51:18,2017-12-24 14:54:18,move shelf from dock,process activity,robot,71r,shelf,1s
9379RP,13448,2017-12-24 14:53:18,2017-12-24 14:58:18,move shelf from dock,process activity,robot,77r,shelf,84s
2921RP,13438,2017-12-24 14:44:18,2017-12-24 14:58:18,go to approriate shelf,process activity,robot,65r,shelf,125s
1992RP,13455,2017-12-24 14:58:18,2017-12-24 15:03:18,putdown current shelf,process activity,robot,12r,shelf,373s
2921RP,13457,2017-12-24 15:01:18,2017-12-24 15:04:18,move shelf to dock,process activity,robot,65r,shelf,125s
2380RP,13450,2017-12-24 14:55:18,2017-12-24 15:09:18,reduce speed,process activity,robot,79r,shelf,120s
2380RP,13435,2017-12-24 14:40:18,2017-12-24 15:09:18,move shelf to dock,process activity,robot,79r,shelf,120s
1992RP,13459,2017-12-24 15:04:18,2017-12-24 15:17:18,go to approriate shelf,process activity,robot,12r,shelf,349s
2380RP,13471,2017-12-24 15:15:18,2017-12-24 15:18:18,move shelf from dock,process activity,robot,79r,shelf,120s
2921RP,13463,2017-12-24 15:10:18,2017-12-24 15:21:18,move shelf from dock,process activity,robot,65r,shelf,125s
6046RP,13484,2017-12-24 15:49:18,2017-12-24 15:51:18,putdown current shelf,process activity,robot,7r,shelf,411s
6046RP,13485,2017-12-24 15:51:18,2017-12-24 15:54:18,go to approriate shelf,process activity,robot,7r,shelf,79s
6046RP,13488,2017-12-24 15:55:18,2017-12-24 16:02:18,move shelf to dock,process activity,robot,7r,shelf,79s
3861RP,13499,2017-12-24 16:08:18,2017-12-24 16:11:18,putdown current shelf,process activity,robot,11r,shelf,221s
8834RP,13503,2017-12-24 16:13:18,2017-12-24 16:14:18,putdown current shelf,process activity,robot,4r,shelf,50s
6046RP,13497,2017-12-24 16:07:18,2017-12-24 16:20:18,move shelf from dock,process activity,robot,7r,shelf,79s
3861RP,13500,2017-12-24 16:11:18,2017-12-24 16:25:18,go to approriate shelf,process activity,robot,11r,shelf,381s
1990RP,13506,2017-12-24 16:22:18,2017-12-24 16:27:18,putdown current shelf,process activity,robot,35r,shelf,95s
8834RP,13504,2017-12-24 16:14:18,2017-12-24 16:28:18,go to approriate shelf,process activity,robot,4r,shelf,166s
9824RP,13518,2017-12-24 16:35:18,2017-12-24 16:36:18,putdown current shelf,process activity,robot,18r,shelf,67s
1990RP,13509,2017-12-24 16:27:18,2017-12-24 16:40:18,go to approriate shelf,process activity,robot,35r,shelf,85s
8834RP,13521,2017-12-24 16:39:18,2017-12-24 16:46:18,reduce speed,process activity,robot,4r,shelf,166s
8834RP,13511,2017-12-24 16:29:18,2017-12-24 16:46:18,move shelf to dock,process activity,robot,4r,shelf,166s
5187RP,13526,2017-12-24 16:43:18,2017-12-24 16:48:18,putdown current shelf,process activity,robot,5r,shelf,31s
9824RP,13520,2017-12-24 16:37:18,2017-12-24 16:51:18,go to approriate shelf,process activity,robot,18r,shelf,78s
1990RP,13534,2017-12-24 16:47:18,2017-12-24 16:51:18,reduce speed,process activity,robot,35r,shelf,85s
1990RP,13525,2017-12-24 16:43:18,2017-12-24 16:51:18,move shelf to dock,process activity,robot,35r,shelf,85s
3861RP,13522,2017-12-24 16:40:18,2017-12-24 16:54:18,reduce speed,process activity,robot,11r,shelf,381s
3861RP,13508,2017-12-24 16:27:18,2017-12-24 16:54:18,move shelf to dock,process activity,robot,11r,shelf,381s
5187RP,13536,2017-12-24 16:49:18,2017-12-24 17:03:18,go to approriate shelf,process activity,robot,5r,shelf,143s
8834RP,13538,2017-12-24 16:51:18,2017-12-24 17:05:18,move shelf from dock,process activity,robot,4r,shelf,166s
9824RP,13544,2017-12-24 16:57:18,2017-12-24 17:05:18,move shelf to dock,process activity,robot,18r,shelf,78s
637RP,13551,2017-12-24 17:00:18,2017-12-24 17:07:18,putdown current shelf,process activity,robot,78r,shelf,167s
1990RP,13549,2017-12-24 17:00:18,2017-12-24 17:08:18,move shelf from dock,process activity,robot,35r,shelf,85s
3861RP,13560,2017-12-24 17:06:18,2017-12-24 17:11:18,move shelf from dock,process activity,robot,11r,shelf,381s
5187RP,13557,2017-12-24 17:05:18,2017-12-24 17:12:18,move shelf to dock,process activity,robot,5r,shelf,143s
637RP,13563,2017-12-24 17:08:18,2017-12-24 17:16:18,go to approriate shelf,process activity,robot,78r,shelf,61s
5187RP,13569,2017-12-24 17:16:18,2017-12-24 17:19:18,move shelf from dock,process activity,robot,5r,shelf,143s
7719RP,13573,2017-12-24 17:18:18,2017-12-24 17:22:18,putdown current shelf,process activity,robot,45r,shelf,15s
637RP,13571,2017-12-24 17:17:18,2017-12-24 17:23:18,move shelf to dock,process activity,robot,78r,shelf,61s
9824RP,13565,2017-12-24 17:11:18,2017-12-24 17:24:18,move shelf from dock,process activity,robot,18r,shelf,78s
1033RP,13583,2017-12-24 17:29:18,2017-12-24 17:33:18,putdown current shelf,process activity,robot,21r,shelf,65s
637RP,13582,2017-12-24 17:29:18,2017-12-24 17:33:18,move shelf from dock,process activity,robot,78r,shelf,61s
7719RP,13574,2017-12-24 17:22:18,2017-12-24 17:35:18,go to approriate shelf,process activity,robot,45r,shelf,284s
1033RP,13585,2017-12-24 17:33:18,2017-12-24 17:40:18,go to approriate shelf,process activity,robot,21r,shelf,414s
7719RP,13593,2017-12-24 17:50:18,2017-12-24 18:03:18,reduce speed,process activity,robot,45r,shelf,284s
7719RP,13587,2017-12-24 17:36:18,2017-12-24 18:03:18,move shelf to dock,process activity,robot,45r,shelf,284s
572RP,13599,2017-12-24 18:06:18,2017-12-24 18:10:18,putdown current shelf,process activity,robot,22r,shelf,60s
7719RP,13601,2017-12-24 18:08:18,2017-12-24 18:17:18,move shelf from dock,process activity,robot,45r,shelf,284s
572RP,13605,2017-12-24 18:10:18,2017-12-24 18:21:18,go to approriate shelf,process activity,robot,22r,shelf,112s
5690RP,13617,2017-12-24 18:32:18,2017-12-24 18:33:18,putdown current shelf,process activity,robot,8r,shelf,442s
572RP,13610,2017-12-24 18:21:18,2017-12-24 18:34:18,move shelf to dock,process activity,robot,22r,shelf,112s
5690RP,13618,2017-12-24 18:33:18,2017-12-24 18:35:18,go to approriate shelf,process activity,robot,8r,shelf,353s
9185RP,13631,2017-12-24 18:46:18,2017-12-24 18:50:18,putdown current shelf,process activity,robot,34r,shelf,277s
572RP,13629,2017-12-24 18:43:18,2017-12-24 18:54:18,move shelf from dock,process activity,robot,22r,shelf,112s
5690RP,13634,2017-12-24 18:51:18,2017-12-24 18:57:18,reduce speed,process activity,robot,8r,shelf,353s
5690RP,13623,2017-12-24 18:38:18,2017-12-24 18:57:18,move shelf to dock,process activity,robot,8r,shelf,353s
9185RP,13633,2017-12-24 18:50:18,2017-12-24 19:02:18,go to approriate shelf,process activity,robot,34r,shelf,271s
5690RP,13642,2017-12-24 19:04:18,2017-12-24 19:17:18,move shelf from dock,process activity,robot,8r,shelf,353s
6849RP,13653,2017-12-24 19:25:18,2017-12-24 19:26:18,putdown current shelf,process activity,robot,10r,shelf,250s
5243RP,13651,2017-12-24 19:22:18,2017-12-24 19:28:18,putdown current shelf,process activity,robot,52r,shelf,110s
9185RP,13648,2017-12-24 19:19:18,2017-12-24 19:33:18,reduce speed,process activity,robot,34r,shelf,271s
9185RP,13643,2017-12-24 19:04:18,2017-12-24 19:33:18,move shelf to dock,process activity,robot,34r,shelf,271s
6849RP,13654,2017-12-24 19:26:18,2017-12-24 19:39:18,go to approriate shelf,process activity,robot,10r,shelf,389s
9185RP,13663,2017-12-24 19:38:18,2017-12-24 19:52:18,move shelf from dock,process activity,robot,34r,shelf,271s
6849RP,13670,2017-12-24 19:52:18,2017-12-24 19:57:18,reduce speed,process activity,robot,10r,shelf,389s
6849RP,13666,2017-12-24 19:41:18,2017-12-24 19:57:18,move shelf to dock,process activity,robot,10r,shelf,389s
4675RP,13675,2017-12-24 19:55:18,2017-12-24 19:59:18,putdown current shelf,process activity,robot,38r,shelf,42s
6462RP,13682,2017-12-24 20:01:18,2017-12-24 20:03:18,putdown current shelf,process activity,robot,42r,shelf,90s
4675RP,13679,2017-12-24 20:00:18,2017-12-24 20:09:18,go to approriate shelf,process activity,robot,38r,shelf,248s
6849RP,13684,2017-12-24 20:03:18,2017-12-24 20:15:18,move shelf from dock,process activity,robot,10r,shelf,389s
6462RP,13685,2017-12-24 20:03:18,2017-12-24 20:16:18,go to approriate shelf,process activity,robot,42r,shelf,436s
3950RP,13701,2017-12-24 20:29:18,2017-12-24 20:34:18,putdown current shelf,process activity,robot,0r,shelf,37s
4675RP,13698,2017-12-24 20:24:18,2017-12-24 20:37:18,reduce speed,process activity,robot,38r,shelf,248s
4675RP,13688,2017-12-24 20:10:18,2017-12-24 20:37:18,move shelf to dock,process activity,robot,38r,shelf,248s
6462RP,13702,2017-12-24 20:31:18,2017-12-24 20:43:18,reduce speed,process activity,robot,42r,shelf,436s
6462RP,13694,2017-12-24 20:18:18,2017-12-24 20:43:18,move shelf to dock,process activity,robot,42r,shelf,436s
3950RP,13706,2017-12-24 20:34:18,2017-12-24 20:48:18,go to approriate shelf,process activity,robot,0r,shelf,31s
7120RP,13717,2017-12-24 20:46:18,2017-12-24 20:51:18,putdown current shelf,process activity,robot,33r,shelf,166s
4675RP,13712,2017-12-24 20:43:18,2017-12-24 20:52:18,move shelf from dock,process activity,robot,38r,shelf,248s
3950RP,13721,2017-12-24 20:50:18,2017-12-24 20:54:18,move shelf to dock,process activity,robot,0r,shelf,31s
6462RP,13720,2017-12-24 20:50:18,2017-12-24 20:58:18,move shelf from dock,process activity,robot,42r,shelf,436s
4873RP,13725,2017-12-24 20:54:18,2017-12-24 20:59:18,putdown current shelf,process activity,robot,76r,shelf,405s
7120RP,13722,2017-12-24 20:51:18,2017-12-24 21:03:18,go to approriate shelf,process activity,robot,33r,shelf,291s
3950RP,13732,2017-12-24 20:59:18,2017-12-24 21:12:18,move shelf from dock,process activity,robot,0r,shelf,31s
4873RP,13734,2017-12-24 21:00:18,2017-12-24 21:14:18,go to approriate shelf,process activity,robot,76r,shelf,244s
7120RP,13738,2017-12-24 21:06:18,2017-12-24 21:16:18,reduce speed,process activity,robot,33r,shelf,291s
7120RP,13736,2017-12-24 21:04:18,2017-12-24 21:16:18,move shelf to dock,process activity,robot,33r,shelf,291s
4129RP,13746,2017-12-24 21:15:18,2017-12-24 21:23:18,putdown current shelf,process activity,robot,28r,shelf,250s
7120RP,13753,2017-12-24 21:21:18,2017-12-24 21:24:18,move shelf from dock,process activity,robot,33r,shelf,291s
3320RP,13755,2017-12-24 21:24:18,2017-12-24 21:27:18,putdown current shelf,process activity,robot,13r,shelf,179s
4873RP,13756,2017-12-24 21:27:18,2017-12-24 21:41:18,reduce speed,process activity,robot,76r,shelf,244s
4873RP,13745,2017-12-24 21:15:18,2017-12-24 21:41:18,move shelf to dock,process activity,robot,76r,shelf,244s
3320RP,13757,2017-12-24 21:28:18,2017-12-24 21:43:18,go to approriate shelf,process activity,robot,13r,shelf,412s
2427RP,13770,2017-12-24 21:46:18,2017-12-24 21:49:18,putdown current shelf,process activity,robot,70r,shelf,8s
3320RP,13765,2017-12-24 21:44:18,2017-12-24 21:55:18,move shelf to dock,process activity,robot,13r,shelf,412s
2427RP,13773,2017-12-24 21:49:18,2017-12-24 22:01:18,go to approriate shelf,process activity,robot,70r,shelf,455s
4873RP,13777,2017-12-24 21:51:18,2017-12-24 22:04:18,move shelf from dock,process activity,robot,76r,shelf,244s
4235RP,13785,2017-12-24 22:03:18,2017-12-24 22:05:18,putdown current shelf,process activity,robot,50r,shelf,0s
2427RP,13786,2017-12-24 22:03:18,2017-12-24 22:09:18,move shelf to dock,process activity,robot,70r,shelf,455s
3320RP,13783,2017-12-24 22:01:18,2017-12-24 22:12:18,move shelf from dock,process activity,robot,13r,shelf,412s
4235RP,13787,2017-12-24 22:05:18,2017-12-24 22:19:18,go to approriate shelf,process activity,robot,50r,shelf,481s
2427RP,13791,2017-12-24 22:12:18,2017-12-24 22:21:18,move shelf from dock,process activity,robot,70r,shelf,455s
5943RP,13797,2017-12-24 22:22:18,2017-12-24 22:28:18,putdown current shelf,process activity,robot,80r,shelf,244s
4235RP,13795,2017-12-24 22:21:18,2017-12-24 22:30:18,move shelf to dock,process activity,robot,50r,shelf,481s
5943RP,13798,2017-12-24 22:28:18,2017-12-24 22:37:18,go to approriate shelf,process activity,robot,80r,shelf,179s
4235RP,13802,2017-12-24 22:34:18,2017-12-24 22:48:18,move shelf from dock,process activity,robot,50r,shelf,481s
2939RP,13808,2017-12-24 22:48:18,2017-12-24 22:51:18,putdown current shelf,process activity,robot,74r,shelf,458s
5943RP,13813,2017-12-24 22:53:18,2017-12-24 22:55:18,reduce speed,process activity,robot,80r,shelf,179s
5943RP,13805,2017-12-24 22:39:18,2017-12-24 22:55:18,move shelf to dock,process activity,robot,80r,shelf,179s
1682RP,13820,2017-12-24 22:59:18,2017-12-24 23:03:18,putdown current shelf,process activity,robot,85r,shelf,281s
2939RP,13812,2017-12-24 22:51:18,2017-12-24 23:05:18,go to approriate shelf,process activity,robot,74r,shelf,245s
1682RP,13827,2017-12-24 23:03:18,2017-12-24 23:08:18,go to approriate shelf,process activity,robot,85r,shelf,47s
6874RP,13825,2017-12-24 23:02:18,2017-12-24 23:10:18,putdown current shelf,process activity,robot,86r,shelf,412s
5943RP,13823,2017-12-24 23:00:18,2017-12-24 23:11:18,move shelf from dock,process activity,robot,80r,shelf,179s
6663RP,13835,2017-12-24 23:14:18,2017-12-24 23:18:18,putdown current shelf,process activity,robot,25r,shelf,213s
6874RP,13832,2017-12-24 23:10:18,2017-12-24 23:22:18,go to approriate shelf,process activity,robot,86r,shelf,340s
6663RP,13839,2017-12-24 23:18:18,2017-12-24 23:32:18,go to approriate shelf,process activity,robot,25r,shelf,190s
2939RP,13841,2017-12-24 23:20:18,2017-12-24 23:34:18,reduce speed,process activity,robot,74r,shelf,245s
2939RP,13829,2017-12-24 23:05:18,2017-12-24 23:34:18,move shelf to dock,process activity,robot,74r,shelf,245s
1682RP,13843,2017-12-24 23:24:18,2017-12-24 23:37:18,reduce speed,process activity,robot,85r,shelf,47s
1682RP,13833,2017-12-24 23:10:18,2017-12-24 23:37:18,move shelf to dock,process activity,robot,85r,shelf,47s
4838RP,13854,2017-12-24 23:39:18,2017-12-24 23:40:18,putdown current shelf,process activity,robot,54r,shelf,420s
6874RP,13852,2017-12-24 23:38:18,2017-12-24 23:46:18,reduce speed,process activity,robot,86r,shelf,340s
6874RP,13844,2017-12-24 23:24:18,2017-12-24 23:46:18,move shelf to dock,process activity,robot,86r,shelf,340s
2939RP,13862,2017-12-24 23:44:18,2017-12-24 23:48:18,move shelf from dock,process activity,robot,74r,shelf,245s
4838RP,13858,2017-12-24 23:41:18,2017-12-24 23:54:18,go to approriate shelf,process activity,robot,54r,shelf,178s
6663RP,13867,2017-12-24 23:49:18,2017-12-24 23:59:18,reduce speed,process activity,robot,25r,shelf,190s
6663RP,13848,2017-12-24 23:36:18,2017-12-24 23:59:18,move shelf to dock,process activity,robot,25r,shelf,190s
3393RP,13877,2017-12-24 23:56:18,2017-12-25 00:01:18,putdown current shelf,process activity,robot,30r,shelf,156s
6874RP,13873,2017-12-24 23:53:18,2017-12-25 00:07:18,move shelf from dock,process activity,robot,86r,shelf,340s
