Case Id,Event Id,Start Timestamp,End Timesstamp,Event name,Event type,Ressource Group,Ressource Id
887,4330,2017-08-26 01:02:40,2017-08-26 01:03:50,move shelf from clerk dock,process activity,robot,0
807,4328,2017-08-26 00:59:39,2017-08-26 01:03:50,collect product from shelf,manual activity ,clerk,1
913,4340,2017-08-26 01:13:28,2017-08-26 01:14:46,putdown current shelf,process activity,robot,0
807,4339,2017-08-26 01:13:28,2017-08-26 01:14:46,move shelf from clerk dock,process activity,robot,3
913,4341,2017-08-26 01:14:46,2017-08-26 01:15:57,go to approriate shelf,process activity,robot,0
913,4344,2017-08-26 01:19:21,2017-08-26 01:21:19,move shelf to dock,process activity,robot,0
1080,4337,2017-08-26 01:12:19,2017-08-26 01:24:28,do extra check,manual activity ,clerk,1
913,4351,2017-08-26 01:26:57,2017-08-26 01:29:54,collect product from shelf,manual activity ,clerk,1
1080,4350,2017-08-26 01:26:57,2017-08-26 01:36:45,Package product,manual activity ,clerk,1
913,4357,2017-08-26 01:38:36,2017-08-26 01:40:24,move shelf from clerk dock,process activity,robot,0
913,4359,2017-08-26 01:40:24,2017-08-26 01:47:41,Package product,manual activity ,clerk,1
999,4363,2017-08-26 01:49:10,2017-08-26 01:49:10,putdown current shelf,process activity,robot,1
873,4362,2017-08-26 01:49:10,2017-08-26 01:51:45,putdown current shelf,process activity,robot,2
887,4364,2017-08-26 01:49:10,2017-08-26 01:53:23,Package product,manual activity ,clerk,1
999,4365,2017-08-26 01:49:10,2017-08-26 01:55:05,go to approriate shelf,process activity,robot,1
873,4366,2017-08-26 01:51:45,2017-08-26 01:56:23,go to approriate shelf,process activity,robot,2
999,4376,2017-08-26 02:03:12,2017-08-26 02:06:52,reduce speed,process activity,robot,1
999,4372,2017-08-26 01:58:58,2017-08-26 02:08:09,move shelf to dock,process activity,robot,1
807,4369,2017-08-26 01:56:23,2017-08-26 02:09:25,Package product,manual activity ,clerk,1
873,4374,2017-08-26 02:01:41,2017-08-26 02:12:06,move shelf to dock,process activity,robot,2
999,4382,2017-08-26 02:15:40,2017-08-26 02:21:20,collect product from shelf,manual activity ,clerk,1
873,4386,2017-08-26 02:21:20,2017-08-26 02:25:59,collect product from shelf,manual activity ,clerk,1
873,4396,2017-08-26 02:36:44,2017-08-26 02:39:34,Package product,manual activity ,clerk,1
999,4401,2017-08-26 02:39:34,2017-08-26 02:40:59,move shelf from clerk dock,process activity,robot,1
238,4399,2017-08-26 02:39:34,2017-08-26 02:40:59,move shelf from clerk dock,process activity,robot,2
238,4400,2017-08-26 02:39:34,2017-08-26 02:45:00,putdown current shelf,process activity,robot,0
767,4403,2017-08-26 02:42:04,2017-08-26 02:45:00,putdown current shelf,process activity,robot,3
738,4407,2017-08-26 02:45:00,2017-08-26 02:47:43,putdown current shelf,process activity,robot,1
767,4409,2017-08-26 02:45:00,2017-08-26 02:50:46,go to approriate shelf,process activity,robot,3
238,4408,2017-08-26 02:45:00,2017-08-26 02:52:10,go to approriate shelf,process activity,robot,0
738,4410,2017-08-26 02:47:43,2017-08-26 02:55:41,go to approriate shelf,process activity,robot,1
999,4406,2017-08-26 02:45:00,2017-08-26 02:57:03,do extra check,manual activity ,clerk,1
767,4414,2017-08-26 02:54:39,2017-08-26 02:58:37,move shelf to dock,process activity,robot,3
238,4416,2017-08-26 02:55:41,2017-08-26 03:02:21,move shelf to dock,process activity,robot,0
999,4418,2017-08-26 02:57:03,2017-08-26 03:06:21,Package product,manual activity ,clerk,1
738,4421,2017-08-26 03:00:24,2017-08-26 03:08:19,move shelf to dock,process activity,robot,1
767,4427,2017-08-26 03:08:19,2017-08-26 03:15:52,collect product from shelf,manual activity ,clerk,1
238,4439,2017-08-26 03:23:39,2017-08-26 03:26:18,collect product from shelf,manual activity ,clerk,1
767,4444,2017-08-26 03:26:18,2017-08-26 03:27:22,move shelf from clerk dock,process activity,robot,3
738,4441,2017-08-26 03:25:04,2017-08-26 03:31:05,collect product from shelf,manual activity ,clerk,1
767,4443,2017-08-26 03:26:18,2017-08-26 03:34:09,Package product,manual activity ,clerk,1
630,4452,2017-08-26 03:37:13,2017-08-26 03:49:04,move shelf from clerk dock,process activity,robot,0
238,4458,2017-08-26 03:44:10,2017-08-26 03:49:04,Package product,manual activity ,clerk,1
738,4462,2017-08-26 03:47:31,2017-08-26 03:50:12,move shelf from clerk dock,process activity,robot,1
630,4460,2017-08-26 03:45:42,2017-08-26 03:52:41,move shelf to dock,process activity,robot,2
150,4469,2017-08-26 03:53:52,2017-08-26 03:55:45,putdown current shelf,process activity,robot,1
152,4465,2017-08-26 03:51:12,2017-08-26 03:57:34,putdown current shelf,process activity,robot,3
738,4467,2017-08-26 03:52:41,2017-08-26 04:00:59,do extra check,manual activity ,clerk,1
150,4474,2017-08-26 04:00:59,2017-08-26 04:00:59,go to approriate shelf,process activity,robot,1
738,4475,2017-08-26 04:00:59,2017-08-26 04:02:27,Package product,manual activity ,clerk,1
152,4476,2017-08-26 04:00:59,2017-08-26 04:03:27,go to approriate shelf,process activity,robot,3
150,4480,2017-08-26 04:03:27,2017-08-26 04:05:22,move shelf to dock,process activity,robot,1
152,4484,2017-08-26 04:10:08,2017-08-26 04:13:39,move shelf to dock,process activity,robot,3
630,4477,2017-08-26 04:00:59,2017-08-26 04:21:53,collect product from shelf,manual activity ,clerk,1
150,4497,2017-08-26 04:31:54,2017-08-26 04:33:27,collect product from shelf,manual activity ,clerk,1
152,4501,2017-08-26 04:33:27,2017-08-26 04:36:33,collect product from shelf,manual activity ,clerk,1
630,4499,2017-08-26 04:33:27,2017-08-26 04:38:03,move shelf from clerk dock,process activity,robot,2
630,4500,2017-08-26 04:33:27,2017-08-26 04:41:30,Package product,manual activity ,clerk,1
150,4508,2017-08-26 04:43:06,2017-08-26 04:45:50,move shelf from clerk dock,process activity,robot,1
152,4512,2017-08-26 04:47:21,2017-08-26 04:53:24,move shelf from clerk dock,process activity,robot,3
58,4515,2017-08-26 04:51:29,2017-08-26 04:55:51,putdown current shelf,process activity,robot,0
58,4522,2017-08-26 04:55:51,2017-08-26 04:55:51,go to approriate shelf,process activity,robot,0
150,4517,2017-08-26 04:53:24,2017-08-26 04:57:18,Package product,manual activity ,clerk,1
906,4520,2017-08-26 04:55:51,2017-08-26 04:58:52,putdown current shelf,process activity,robot,3
600,4521,2017-08-26 04:55:51,2017-08-26 04:58:52,putdown current shelf,process activity,robot,1
58,4525,2017-08-26 04:58:52,2017-08-26 04:58:52,move shelf to dock,process activity,robot,0
906,4526,2017-08-26 04:58:52,2017-08-26 05:07:21,go to approriate shelf,process activity,robot,3
600,4528,2017-08-26 05:00:23,2017-08-26 05:10:11,go to approriate shelf,process activity,robot,1
58,4532,2017-08-26 05:05:23,2017-08-26 05:12:10,collect product from shelf,manual activity ,clerk,1
600,4539,2017-08-26 05:14:29,2017-08-26 05:21:16,move shelf to dock,process activity,robot,1
906,4534,2017-08-26 05:09:06,2017-08-26 05:22:22,move shelf to dock,process activity,robot,3
863,4543,2017-08-26 05:19:41,2017-08-26 05:26:14,putdown current shelf,process activity,robot,2
152,4545,2017-08-26 05:21:16,2017-08-26 05:34:24,Package product,manual activity ,clerk,1
863,4552,2017-08-26 05:28:07,2017-08-26 05:35:54,go to approriate shelf,process activity,robot,2
863,4557,2017-08-26 05:35:54,2017-08-26 05:42:28,move shelf from clerk dock,process activity,robot,0
863,4562,2017-08-26 05:42:28,2017-08-26 05:44:26,move shelf to dock,process activity,robot,2
600,4560,2017-08-26 05:38:50,2017-08-26 05:47:46,collect product from shelf,manual activity ,clerk,1
58,4564,2017-08-26 05:44:26,2017-08-26 05:54:39,Package product,manual activity ,clerk,1
906,4566,2017-08-26 05:45:49,2017-08-26 05:59:07,collect product from shelf,manual activity ,clerk,1
734,4574,2017-08-26 05:57:35,2017-08-26 06:09:48,putdown current shelf,process activity,robot,0
906,4581,2017-08-26 06:04:43,2017-08-26 06:09:48,move shelf from clerk dock,process activity,robot,3
600,4584,2017-08-26 06:09:48,2017-08-26 06:11:42,Package product,manual activity ,clerk,1
734,4579,2017-08-26 06:03:40,2017-08-26 06:11:42,move shelf from clerk dock,process activity,robot,1
734,4585,2017-08-26 06:09:48,2017-08-26 06:15:31,go to approriate shelf,process activity,robot,0
863,4586,2017-08-26 06:09:48,2017-08-26 06:17:11,collect product from shelf,manual activity ,clerk,1
734,4592,2017-08-26 06:17:11,2017-08-26 06:23:38,move shelf to dock,process activity,robot,0
906,4591,2017-08-26 06:17:11,2017-08-26 06:29:37,do extra check,manual activity ,clerk,1
863,4604,2017-08-26 06:31:32,2017-08-26 06:31:32,move shelf from clerk dock,process activity,robot,2
906,4603,2017-08-26 06:31:32,2017-08-26 06:32:35,Package product,manual activity ,clerk,1
1395,4607,2017-08-26 06:34:05,2017-08-26 06:35:28,putdown current shelf,process activity,robot,2
1363,4611,2017-08-26 06:35:28,2017-08-26 06:38:10,putdown current shelf,process activity,robot,3
734,4605,2017-08-26 06:31:32,2017-08-26 06:38:10,collect product from shelf,manual activity ,clerk,1
1395,4610,2017-08-26 06:35:28,2017-08-26 06:39:29,go to approriate shelf,process activity,robot,2
1363,4612,2017-08-26 06:38:10,2017-08-26 06:44:11,go to approriate shelf,process activity,robot,3
863,4609,2017-08-26 06:35:28,2017-08-26 06:45:23,Package product,manual activity ,clerk,1
1363,4622,2017-08-26 06:51:21,2017-08-26 06:52:25,move shelf to dock,process activity,robot,3
734,4620,2017-08-26 06:48:36,2017-08-26 06:52:25,Package product,manual activity ,clerk,1
734,4624,2017-08-26 06:52:25,2017-08-26 06:56:19,move shelf from clerk dock,process activity,robot,0
1395,4626,2017-08-26 06:54:06,2017-08-26 07:01:32,move shelf to dock,process activity,robot,2
1363,4630,2017-08-26 07:00:07,2017-08-26 07:07:27,collect product from shelf,manual activity ,clerk,1
1363,4641,2017-08-26 07:14:51,2017-08-26 07:18:25,move shelf from clerk dock,process activity,robot,3
1395,4639,2017-08-26 07:13:29,2017-08-26 07:21:38,collect product from shelf,manual activity ,clerk,1
1017,4644,2017-08-26 07:18:25,2017-08-26 07:29:10,putdown current shelf,process activity,robot,1
1395,4654,2017-08-26 07:30:36,2017-08-26 07:30:36,move shelf from clerk dock,process activity,robot,2
1017,4652,2017-08-26 07:29:10,2017-08-26 07:34:50,go to approriate shelf,process activity,robot,1
1363,4651,2017-08-26 07:29:10,2017-08-26 07:38:28,Package product,manual activity ,clerk,1
1017,4657,2017-08-26 07:36:35,2017-08-26 07:40:57,move shelf to dock,process activity,robot,1
1395,4660,2017-08-26 07:39:31,2017-08-26 07:47:07,Package product,manual activity ,clerk,1
1017,4665,2017-08-26 07:48:37,2017-08-26 07:56:23,collect product from shelf,manual activity ,clerk,1
641,4672,2017-08-26 08:03:21,2017-08-26 08:05:13,putdown current shelf,process activity,robot,0
641,4671,2017-08-26 08:03:21,2017-08-26 08:05:13,move shelf from clerk dock,process activity,robot,1
641,4674,2017-08-26 08:05:13,2017-08-26 08:06:44,go to approriate shelf,process activity,robot,0
1017,4676,2017-08-26 08:06:44,2017-08-26 08:08:18,Package product,manual activity ,clerk,1
641,4679,2017-08-26 08:10:07,2017-08-26 08:12:50,move shelf to dock,process activity,robot,0
641,4684,2017-08-26 08:19:39,2017-08-26 08:24:20,collect product from shelf,manual activity ,clerk,1
993,4695,2017-08-26 08:36:08,2017-08-26 08:37:09,move shelf from clerk dock,process activity,robot,0
641,4692,2017-08-26 08:34:12,2017-08-26 08:38:59,Package product,manual activity ,clerk,1
993,4694,2017-08-26 08:36:08,2017-08-26 08:38:59,move shelf to dock,process activity,robot,3
993,4701,2017-08-26 08:45:47,2017-08-26 08:49:57,collect product from shelf,manual activity ,clerk,1
1381,4710,2017-08-26 08:56:56,2017-08-26 08:56:56,move shelf from clerk dock,process activity,robot,3
1381,4707,2017-08-26 08:55:34,2017-08-26 09:00:04,putdown current shelf,process activity,robot,2
1381,4712,2017-08-26 09:00:04,2017-08-26 09:06:21,go to approriate shelf,process activity,robot,2
993,4709,2017-08-26 08:56:56,2017-08-26 09:08:59,Package product,manual activity ,clerk,1
1381,4714,2017-08-26 09:07:51,2017-08-26 09:08:59,move shelf to dock,process activity,robot,2
1381,4721,2017-08-26 09:13:43,2017-08-26 09:18:38,collect product from shelf,manual activity ,clerk,1
1249,4727,2017-08-26 09:28:17,2017-08-26 09:32:01,move shelf from clerk dock,process activity,robot,2
1249,4732,2017-08-26 09:32:01,2017-08-26 09:35:09,move shelf to dock,process activity,robot,1
1381,4730,2017-08-26 09:30:52,2017-08-26 09:39:05,do extra check,manual activity ,clerk,1
679,4736,2017-08-26 09:37:42,2017-08-26 09:40:59,putdown current shelf,process activity,robot,2
679,4741,2017-08-26 09:40:59,2017-08-26 09:40:59,go to approriate shelf,process activity,robot,2
1249,4740,2017-08-26 09:40:59,2017-08-26 09:41:59,collect product from shelf,manual activity ,clerk,1
1381,4738,2017-08-26 09:39:05,2017-08-26 09:49:14,Package product,manual activity ,clerk,1
148,4750,2017-08-26 09:51:52,2017-08-26 09:51:52,move shelf from clerk dock,process activity,robot,1
679,4745,2017-08-26 09:46:05,2017-08-26 09:58:12,move shelf to dock,process activity,robot,2
148,4755,2017-08-26 09:58:12,2017-08-26 10:04:17,move shelf to dock,process activity,robot,0
1249,4753,2017-08-26 09:55:04,2017-08-26 10:05:44,Package product,manual activity ,clerk,1
679,4764,2017-08-26 10:11:01,2017-08-26 10:14:36,collect product from shelf,manual activity ,clerk,1
1328,4765,2017-08-26 10:11:01,2017-08-26 10:15:56,putdown current shelf,process activity,robot,1
148,4767,2017-08-26 10:12:51,2017-08-26 10:20:52,collect product from shelf,manual activity ,clerk,1
1328,4773,2017-08-26 10:22:12,2017-08-26 10:30:14,go to approriate shelf,process activity,robot,1
679,4778,2017-08-26 10:29:00,2017-08-26 10:32:12,move shelf from clerk dock,process activity,robot,2
679,4780,2017-08-26 10:30:14,2017-08-26 10:36:18,Package product,manual activity ,clerk,1
1328,4786,2017-08-26 10:36:18,2017-08-26 10:36:18,move shelf to dock,process activity,robot,1
148,4783,2017-08-26 10:33:44,2017-08-26 10:39:34,move shelf from clerk dock,process activity,robot,0
958,4789,2017-08-26 10:39:34,2017-08-26 10:48:30,move shelf to dock,process activity,robot,3
1035,4788,2017-08-26 10:39:34,2017-08-26 10:51:35,putdown current shelf,process activity,robot,2
148,4794,2017-08-26 10:46:41,2017-08-26 10:57:59,Package product,manual activity ,clerk,1
1035,4799,2017-08-26 10:53:28,2017-08-26 10:59:42,go to approriate shelf,process activity,robot,2
1328,4807,2017-08-26 11:02:03,2017-08-26 11:02:03,collect product from shelf,manual activity ,clerk,1
191,4805,2017-08-26 11:01:01,2017-08-26 11:03:14,putdown current shelf,process activity,robot,0
1035,4804,2017-08-26 11:01:01,2017-08-26 11:09:24,move shelf to dock,process activity,robot,2
958,4808,2017-08-26 11:02:03,2017-08-26 11:13:03,collect product from shelf,manual activity ,clerk,1
958,4823,2017-08-26 11:21:07,2017-08-26 11:25:44,move shelf from clerk dock,process activity,robot,3
1328,4821,2017-08-26 11:19:23,2017-08-26 11:25:44,Package product,manual activity ,clerk,1
191,4817,2017-08-26 11:14:12,2017-08-26 11:26:45,go to approriate shelf,process activity,robot,0
1328,4827,2017-08-26 11:25:44,2017-08-26 11:27:50,move shelf from clerk dock,process activity,robot,1
958,4832,2017-08-26 11:27:50,2017-08-26 11:29:09,Package product,manual activity ,clerk,1
1035,4831,2017-08-26 11:27:50,2017-08-26 11:32:51,collect product from shelf,manual activity ,clerk,1
191,4840,2017-08-26 11:34:08,2017-08-26 11:37:06,reduce speed,process activity,robot,0
191,4836,2017-08-26 11:31:51,2017-08-26 11:37:06,move shelf to dock,process activity,robot,0
364,4837,2017-08-26 11:31:51,2017-08-26 11:37:06,putdown current shelf,process activity,robot,3
364,4846,2017-08-26 11:40:48,2017-08-26 11:43:35,go to approriate shelf,process activity,robot,3
1035,4845,2017-08-26 11:40:48,2017-08-26 11:47:24,Package product,manual activity ,clerk,1
364,4853,2017-08-26 11:47:24,2017-08-26 11:50:05,move shelf to dock,process activity,robot,3
1035,4851,2017-08-26 11:45:40,2017-08-26 11:55:04,move shelf from clerk dock,process activity,robot,2
191,4855,2017-08-26 11:49:00,2017-08-26 11:56:33,collect product from shelf,manual activity ,clerk,1
1380,4860,2017-08-26 11:56:33,2017-08-26 11:57:38,putdown current shelf,process activity,robot,2
1380,4862,2017-08-26 11:57:38,2017-08-26 12:07:54,go to approriate shelf,process activity,robot,2
364,4865,2017-08-26 12:00:59,2017-08-26 12:09:30,collect product from shelf,manual activity ,clerk,1
1380,4874,2017-08-26 12:14:25,2017-08-26 12:18:11,move shelf to dock,process activity,robot,2
284,4869,2017-08-26 12:07:54,2017-08-26 12:22:09,putdown current shelf,process activity,robot,1
364,4882,2017-08-26 12:23:25,2017-08-26 12:27:53,move shelf from clerk dock,process activity,robot,3
191,4877,2017-08-26 12:18:11,2017-08-26 12:29:35,do extra check,manual activity ,clerk,1
284,4886,2017-08-26 12:26:37,2017-08-26 12:29:35,move shelf from clerk dock,process activity,robot,0
1012,4893,2017-08-26 12:30:51,2017-08-26 12:33:19,putdown current shelf,process activity,robot,0
191,4889,2017-08-26 12:29:35,2017-08-26 12:33:19,Package product,manual activity ,clerk,1
1380,4891,2017-08-26 12:29:35,2017-08-26 12:34:33,collect product from shelf,manual activity ,clerk,1
1012,4894,2017-08-26 12:33:19,2017-08-26 12:35:35,go to approriate shelf,process activity,robot,0
284,4890,2017-08-26 12:29:35,2017-08-26 12:44:09,go to approriate shelf,process activity,robot,1
364,4896,2017-08-26 12:34:33,2017-08-26 12:48:43,Package product,manual activity ,clerk,1
1380,4906,2017-08-26 12:48:43,2017-08-26 12:50:27,move shelf from clerk dock,process activity,robot,2
1012,4905,2017-08-26 12:48:43,2017-08-26 12:53:42,move shelf to dock,process activity,robot,0
284,4908,2017-08-26 12:50:27,2017-08-26 12:55:37,move shelf to dock,process activity,robot,1
1045,4909,2017-08-26 12:50:27,2017-08-26 12:57:16,putdown current shelf,process activity,robot,3
1380,4912,2017-08-26 12:53:42,2017-08-26 12:58:33,Package product,manual activity ,clerk,1
284,4921,2017-08-26 13:07:21,2017-08-26 13:10:08,collect product from shelf,manual activity ,clerk,1
1045,4922,2017-08-26 13:07:21,2017-08-26 13:14:17,go to approriate shelf,process activity,robot,3
1045,4931,2017-08-26 13:20:49,2017-08-26 13:21:54,move shelf to dock,process activity,robot,3
1012,4924,2017-08-26 13:08:40,2017-08-26 13:28:39,collect product from shelf,manual activity ,clerk,1
1111,4934,2017-08-26 13:23:47,2017-08-26 13:28:39,putdown current shelf,process activity,robot,2
1111,4938,2017-08-26 13:30:10,2017-08-26 13:31:52,move shelf from clerk dock,process activity,robot,1
1045,4943,2017-08-26 13:33:10,2017-08-26 13:38:48,collect product from shelf,manual activity ,clerk,1
1012,4947,2017-08-26 13:37:28,2017-08-26 13:38:48,move shelf from clerk dock,process activity,robot,0
1111,4940,2017-08-26 13:31:52,2017-08-26 13:38:48,go to approriate shelf,process activity,robot,2
284,4941,2017-08-26 13:31:52,2017-08-26 13:51:20,Package product,manual activity ,clerk,1
822,4958,2017-08-26 13:51:20,2017-08-26 13:52:51,putdown current shelf,process activity,robot,0
1045,4955,2017-08-26 13:48:39,2017-08-26 13:54:34,move shelf from clerk dock,process activity,robot,3
1111,4960,2017-08-26 13:52:51,2017-08-26 13:54:34,move shelf to dock,process activity,robot,2
1045,4964,2017-08-26 13:54:34,2017-08-26 13:54:34,Package product,manual activity ,clerk,1
536,4962,2017-08-26 13:52:51,2017-08-26 13:54:34,putdown current shelf,process activity,robot,1
822,4961,2017-08-26 13:52:51,2017-08-26 13:55:58,go to approriate shelf,process activity,robot,0
1012,4966,2017-08-26 13:55:58,2017-08-26 14:08:38,do extra check,manual activity ,clerk,1
536,4974,2017-08-26 14:07:01,2017-08-26 14:10:01,go to approriate shelf,process activity,robot,1
822,4973,2017-08-26 14:07:01,2017-08-26 14:11:40,move shelf to dock,process activity,robot,0
1111,4977,2017-08-26 14:08:38,2017-08-26 14:18:05,collect product from shelf,manual activity ,clerk,1
1012,4976,2017-08-26 14:08:38,2017-08-26 14:22:47,Package product,manual activity ,clerk,1
822,4990,2017-08-26 14:24:22,2017-08-26 14:26:54,collect product from shelf,manual activity ,clerk,1
1111,4992,2017-08-26 14:25:40,2017-08-26 14:30:40,move shelf from clerk dock,process activity,robot,2
536,4994,2017-08-26 14:26:54,2017-08-26 14:39:46,reduce speed,process activity,robot,1
536,4981,2017-08-26 14:14:45,2017-08-26 14:39:46,move shelf to dock,process activity,robot,1
1111,5001,2017-08-26 14:36:31,2017-08-26 14:43:05,Package product,manual activity ,clerk,1
822,5003,2017-08-26 14:39:46,2017-08-26 14:46:32,move shelf from clerk dock,process activity,robot,0
144,4999,2017-08-26 14:34:59,2017-08-26 14:46:32,putdown current shelf,process activity,robot,3
536,5010,2017-08-26 14:49:23,2017-08-26 14:51:01,collect product from shelf,manual activity ,clerk,1
822,5012,2017-08-26 14:51:01,2017-08-26 14:54:42,Package product,manual activity ,clerk,1
350,5013,2017-08-26 14:51:01,2017-08-26 14:58:09,putdown current shelf,process activity,robot,2
144,5015,2017-08-26 14:53:00,2017-08-26 14:59:28,go to approriate shelf,process activity,robot,3
536,5019,2017-08-26 14:59:28,2017-08-26 15:04:24,move shelf from clerk dock,process activity,robot,1
350,5024,2017-08-26 15:04:24,2017-08-26 15:07:52,go to approriate shelf,process activity,robot,2
144,5023,2017-08-26 15:04:24,2017-08-26 15:09:20,move shelf to dock,process activity,robot,3
350,5030,2017-08-26 15:11:13,2017-08-26 15:16:23,move shelf to dock,process activity,robot,2
536,5027,2017-08-26 15:07:52,2017-08-26 15:17:38,do extra check,manual activity ,clerk,1
144,5039,2017-08-26 15:21:40,2017-08-26 15:22:43,collect product from shelf,manual activity ,clerk,1
350,5042,2017-08-26 15:24:02,2017-08-26 15:32:14,collect product from shelf,manual activity ,clerk,1
536,5036,2017-08-26 15:18:59,2017-08-26 15:32:14,Package product,manual activity ,clerk,1
144,5047,2017-08-26 15:32:14,2017-08-26 15:32:14,move shelf from clerk dock,process activity,robot,3
144,5051,2017-08-26 15:35:17,2017-08-26 15:40:50,Package product,manual activity ,clerk,1
880,5049,2017-08-26 15:32:14,2017-08-26 15:40:50,putdown current shelf,process activity,robot,0
1325,5056,2017-08-26 15:40:50,2017-08-26 15:43:53,putdown current shelf,process activity,robot,3
350,5060,2017-08-26 15:43:53,2017-08-26 15:43:53,move shelf from clerk dock,process activity,robot,2
1325,5062,2017-08-26 15:43:53,2017-08-26 15:45:26,go to approriate shelf,process activity,robot,3
1325,5065,2017-08-26 15:46:28,2017-08-26 15:48:46,move shelf to dock,process activity,robot,3
350,5058,2017-08-26 15:42:30,2017-08-26 15:50:00,Package product,manual activity ,clerk,1
880,5061,2017-08-26 15:43:53,2017-08-26 15:50:00,go to approriate shelf,process activity,robot,0
880,5072,2017-08-26 15:57:13,2017-08-26 15:58:25,move shelf to dock,process activity,robot,0
1325,5074,2017-08-26 15:58:25,2017-08-26 16:02:50,collect product from shelf,manual activity ,clerk,1
880,5080,2017-08-26 16:05:38,2017-08-26 16:10:17,collect product from shelf,manual activity ,clerk,1
1325,5086,2017-08-26 16:14:35,2017-08-26 16:16:33,move shelf from clerk dock,process activity,robot,3
880,5095,2017-08-26 16:23:46,2017-08-26 16:27:05,move shelf from clerk dock,process activity,robot,0
1020,5094,2017-08-26 16:23:46,2017-08-26 16:28:22,putdown current shelf,process activity,robot,3
1020,5097,2017-08-26 16:28:22,2017-08-26 16:29:47,go to approriate shelf,process activity,robot,3
1325,5092,2017-08-26 16:22:05,2017-08-26 16:32:08,Package product,manual activity ,clerk,1
1238,5102,2017-08-26 16:33:26,2017-08-26 16:35:22,putdown current shelf,process activity,robot,1
1020,5099,2017-08-26 16:31:08,2017-08-26 16:35:22,move shelf to dock,process activity,robot,3
1238,5104,2017-08-26 16:35:22,2017-08-26 16:39:19,go to approriate shelf,process activity,robot,1
880,5103,2017-08-26 16:33:26,2017-08-26 16:41:26,Package product,manual activity ,clerk,1
1238,5111,2017-08-26 16:42:39,2017-08-26 16:46:07,move shelf to dock,process activity,robot,1
1020,5112,2017-08-26 16:42:39,2017-08-26 16:51:20,collect product from shelf,manual activity ,clerk,1
1238,5117,2017-08-26 16:52:55,2017-08-26 16:59:20,collect product from shelf,manual activity ,clerk,1
1020,5124,2017-08-26 17:02:00,2017-08-26 17:11:49,move shelf from clerk dock,process activity,robot,3
1238,5130,2017-08-26 17:11:49,2017-08-26 17:13:27,move shelf from clerk dock,process activity,robot,1
1020,5132,2017-08-26 17:13:27,2017-08-26 17:17:14,Package product,manual activity ,clerk,1
598,5135,2017-08-26 17:17:14,2017-08-26 17:20:57,move shelf to dock,process activity,robot,3
503,5138,2017-08-26 17:20:57,2017-08-26 17:23:45,putdown current shelf,process activity,robot,2
503,5143,2017-08-26 17:26:26,2017-08-26 17:28:01,go to approriate shelf,process activity,robot,2
1238,5139,2017-08-26 17:20:57,2017-08-26 17:29:10,Package product,manual activity ,clerk,1
503,5148,2017-08-26 17:30:54,2017-08-26 17:32:41,move shelf to dock,process activity,robot,2
598,5145,2017-08-26 17:28:01,2017-08-26 17:36:29,collect product from shelf,manual activity ,clerk,1
598,5158,2017-08-26 17:47:05,2017-08-26 17:48:23,move shelf from clerk dock,process activity,robot,3
503,5156,2017-08-26 17:44:30,2017-08-26 17:51:49,collect product from shelf,manual activity ,clerk,1
371,5163,2017-08-26 17:51:49,2017-08-26 17:54:39,putdown current shelf,process activity,robot,1
720,5162,2017-08-26 17:51:49,2017-08-26 17:54:39,putdown current shelf,process activity,robot,3
720,5167,2017-08-26 17:54:39,2017-08-26 17:55:52,go to approriate shelf,process activity,robot,3
371,5170,2017-08-26 17:57:43,2017-08-26 18:02:08,go to approriate shelf,process activity,robot,1
598,5164,2017-08-26 17:51:49,2017-08-26 18:06:27,Package product,manual activity ,clerk,1
503,5180,2017-08-26 18:06:27,2017-08-26 18:07:41,move shelf from clerk dock,process activity,robot,2
503,5182,2017-08-26 18:07:41,2017-08-26 18:09:52,Package product,manual activity ,clerk,1
720,5183,2017-08-26 18:07:41,2017-08-26 18:13:17,reduce speed,process activity,robot,3
720,5176,2017-08-26 18:04:44,2017-08-26 18:13:17,move shelf to dock,process activity,robot,3
371,5186,2017-08-26 18:09:52,2017-08-26 18:14:19,reduce speed,process activity,robot,1
371,5174,2017-08-26 18:03:43,2017-08-26 18:14:19,move shelf to dock,process activity,robot,1
325,5188,2017-08-26 18:13:17,2017-08-26 18:19:12,move shelf to dock,process activity,robot,0
371,5204,2017-08-26 18:32:08,2017-08-26 18:32:08,collect product from shelf,manual activity ,clerk,1
720,5200,2017-08-26 18:28:25,2017-08-26 18:33:49,collect product from shelf,manual activity ,clerk,1
325,5202,2017-08-26 18:30:14,2017-08-26 18:45:27,collect product from shelf,manual activity ,clerk,1
720,5217,2017-08-26 18:49:48,2017-08-26 18:51:37,move shelf from clerk dock,process activity,robot,3
371,5220,2017-08-26 18:55:01,2017-08-26 19:00:12,move shelf from clerk dock,process activity,robot,1
371,5216,2017-08-26 18:49:48,2017-08-26 19:01:39,do extra check,manual activity ,clerk,1
325,5225,2017-08-26 19:01:39,2017-08-26 19:02:54,move shelf from clerk dock,process activity,robot,0
38,5228,2017-08-26 19:02:54,2017-08-26 19:04:28,putdown current shelf,process activity,robot,1
371,5226,2017-08-26 19:01:39,2017-08-26 19:04:28,Package product,manual activity ,clerk,1
945,5231,2017-08-26 19:04:28,2017-08-26 19:05:48,putdown current shelf,process activity,robot,0
865,5233,2017-08-26 19:05:48,2017-08-26 19:05:48,putdown current shelf,process activity,robot,3
