Case Id,Event Id,Start Timestamp,End Timesstamp,Event name,Event type,Ressource Group,Ressource Id
619,2691,2017-08-24 19:49:36,2017-08-24 19:51:06,putdown current shelf,process activity,robot,0
999,2690,2017-08-24 19:49:36,2017-08-24 19:51:06,Request product,process activity,clerk,1
634,2689,2017-08-24 19:49:36,2017-08-24 19:52:25,move shelf to dock,process activity,robot,2
619,2693,2017-08-24 19:51:06,2017-08-24 19:57:08,go to approriate shelf,process activity,robot,0
226,2681,2017-08-24 19:42:18,2017-08-24 20:00:49,Package product,manual activity ,clerk,1
939,2695,2017-08-24 19:52:25,2017-08-24 20:04:20,move shelf to dock,process activity,robot,1
619,2703,2017-08-24 20:04:20,2017-08-24 20:12:11,move shelf to dock,process activity,robot,0
610,2706,2017-08-24 20:07:05,2017-08-24 20:13:25,Request product,process activity,clerk,1
251,2709,2017-08-24 20:10:17,2017-08-24 20:21:08,putdown current shelf,process activity,robot,3
231,2711,2017-08-24 20:12:11,2017-08-24 20:21:08,Package product,manual activity ,clerk,1
634,2708,2017-08-24 20:08:27,2017-08-24 20:22:21,collect product from shelf,manual activity ,clerk,1
251,2718,2017-08-24 20:21:08,2017-08-24 20:25:09,go to approriate shelf,process activity,robot,3
1381,2720,2017-08-24 20:22:21,2017-08-24 20:26:47,Request product,process activity,clerk,1
634,2730,2017-08-24 20:31:16,2017-08-24 20:34:28,move shelf from clerk dock,process activity,robot,2
251,2724,2017-08-24 20:26:47,2017-08-24 20:34:28,move shelf to dock,process activity,robot,3
679,2727,2017-08-24 20:27:59,2017-08-24 20:37:05,Request product,process activity,clerk,1
939,2726,2017-08-24 20:27:59,2017-08-24 20:45:03,collect product from shelf,manual activity ,clerk,1
762,2741,2017-08-24 20:45:03,2017-08-24 20:49:40,Request product,process activity,clerk,1
939,2747,2017-08-24 20:51:19,2017-08-24 20:54:25,move shelf from clerk dock,process activity,robot,1
619,2736,2017-08-24 20:38:44,2017-08-24 20:54:25,collect product from shelf,manual activity ,clerk,1
1035,2749,2017-08-24 20:54:25,2017-08-24 20:57:11,Request product,process activity,clerk,1
251,2753,2017-08-24 20:58:17,2017-08-24 21:02:05,collect product from shelf,manual activity ,clerk,1
619,2758,2017-08-24 21:03:39,2017-08-24 21:08:44,move shelf from clerk dock,process activity,robot,0
738,2756,2017-08-24 21:02:05,2017-08-24 21:08:44,Request product,process activity,clerk,1
634,2745,2017-08-24 20:51:19,2017-08-24 21:08:44,Package product,manual activity ,clerk,1
862,2763,2017-08-24 21:13:31,2017-08-24 21:17:41,putdown current shelf,process activity,robot,2
1380,2768,2017-08-24 21:17:41,2017-08-24 21:22:44,Request product,process activity,clerk,1
251,2772,2017-08-24 21:22:44,2017-08-24 21:24:39,move shelf from clerk dock,process activity,robot,3
1388,2775,2017-08-24 21:24:39,2017-08-24 21:24:39,Request product,process activity,clerk,1
862,2774,2017-08-24 21:24:39,2017-08-24 21:27:53,go to approriate shelf,process activity,robot,2
619,2765,2017-08-24 21:14:46,2017-08-24 21:31:43,do extra check,manual activity ,clerk,1
150,2779,2017-08-24 21:30:39,2017-08-24 21:31:43,Request product,process activity,clerk,1
51,2784,2017-08-24 21:33:04,2017-08-24 21:34:18,Request product,process activity,clerk,1
619,2782,2017-08-24 21:31:43,2017-08-24 21:36:06,Package product,manual activity ,clerk,1
862,2781,2017-08-24 21:31:43,2017-08-24 21:37:37,move shelf to dock,process activity,robot,2
314,2786,2017-08-24 21:36:06,2017-08-24 21:39:09,Request product,process activity,clerk,1
1111,2795,2017-08-24 21:45:16,2017-08-24 21:47:02,Request product,process activity,clerk,1
862,2794,2017-08-24 21:45:16,2017-08-24 21:50:06,collect product from shelf,manual activity ,clerk,1
603,2797,2017-08-24 21:48:50,2017-08-24 21:51:44,Request product,process activity,clerk,1
939,2791,2017-08-24 21:41:46,2017-08-24 21:51:44,Package product,manual activity ,clerk,1
100,2803,2017-08-24 21:59:42,2017-08-24 22:02:40,Request product,process activity,clerk,1
862,2808,2017-08-24 22:02:40,2017-08-24 22:04:00,move shelf from clerk dock,process activity,robot,2
1168,2805,2017-08-24 22:01:32,2017-08-24 22:04:00,putdown current shelf,process activity,robot,1
600,2812,2017-08-24 22:05:53,2017-08-24 22:07:44,Request product,process activity,clerk,1
1017,2815,2017-08-24 22:08:44,2017-08-24 22:08:44,Request product,process activity,clerk,1
308,2813,2017-08-24 22:05:53,2017-08-24 22:10:15,putdown current shelf,process activity,robot,2
251,2807,2017-08-24 22:02:40,2017-08-24 22:12:07,Package product,manual activity ,clerk,1
1168,2810,2017-08-24 22:04:00,2017-08-24 22:12:07,go to approriate shelf,process activity,robot,1
887,2820,2017-08-24 22:15:12,2017-08-24 22:16:51,Request product,process activity,clerk,1
913,2825,2017-08-24 22:18:43,2017-08-24 22:18:43,Request product,process activity,clerk,1
308,2819,2017-08-24 22:15:12,2017-08-24 22:21:23,go to approriate shelf,process activity,robot,2
983,2828,2017-08-24 22:22:40,2017-08-24 22:22:40,Request product,process activity,clerk,1
862,2821,2017-08-24 22:15:12,2017-08-24 22:22:40,Package product,manual activity ,clerk,1
1168,2823,2017-08-24 22:16:51,2017-08-24 22:24:40,move shelf to dock,process activity,robot,1
512,2832,2017-08-24 22:24:40,2017-08-24 22:24:40,Request product,process activity,clerk,1
308,2829,2017-08-24 22:22:40,2017-08-24 22:29:29,move shelf to dock,process activity,robot,2
1200,2837,2017-08-24 22:30:35,2017-08-24 22:38:33,Request product,process activity,clerk,1
1168,2841,2017-08-24 22:35:21,2017-08-24 22:40:07,collect product from shelf,manual activity ,clerk,1
350,2845,2017-08-24 22:40:07,2017-08-24 22:43:34,Request product,process activity,clerk,1
308,2846,2017-08-24 22:40:07,2017-08-24 22:48:08,collect product from shelf,manual activity ,clerk,1
1168,2850,2017-08-24 22:45:11,2017-08-24 22:51:57,move shelf from clerk dock,process activity,robot,1
308,2863,2017-08-24 23:01:00,2017-08-24 23:01:00,move shelf from clerk dock,process activity,robot,2
238,2864,2017-08-24 23:01:00,2017-08-24 23:03:21,Request product,process activity,clerk,1
629,2860,2017-08-24 22:59:28,2017-08-24 23:04:55,putdown current shelf,process activity,robot,0
58,2867,2017-08-24 23:04:55,2017-08-24 23:04:55,Request product,process activity,clerk,1
629,2868,2017-08-24 23:04:55,2017-08-24 23:05:56,go to approriate shelf,process activity,robot,0
240,2869,2017-08-24 23:04:55,2017-08-24 23:07:32,putdown current shelf,process activity,robot,2
240,2872,2017-08-24 23:07:32,2017-08-24 23:09:10,go to approriate shelf,process activity,robot,2
503,2875,2017-08-24 23:09:10,2017-08-24 23:10:44,Request product,process activity,clerk,1
629,2874,2017-08-24 23:09:10,2017-08-24 23:14:22,move shelf to dock,process activity,robot,0
1168,2862,2017-08-24 23:01:00,2017-08-24 23:16:56,Package product,manual activity ,clerk,1
1249,2880,2017-08-24 23:14:22,2017-08-24 23:20:01,Request product,process activity,clerk,1
240,2879,2017-08-24 23:14:22,2017-08-24 23:22:45,move shelf to dock,process activity,robot,2
1205,2888,2017-08-24 23:27:09,2017-08-24 23:30:13,putdown current shelf,process activity,robot,1
1328,2894,2017-08-24 23:32:11,2017-08-24 23:33:52,Request product,process activity,clerk,1
1036,2898,2017-08-24 23:35:33,2017-08-24 23:35:33,Request product,process activity,clerk,1
1205,2891,2017-08-24 23:30:13,2017-08-24 23:36:41,go to approriate shelf,process activity,robot,1
629,2893,2017-08-24 23:32:11,2017-08-24 23:37:49,collect product from shelf,manual activity ,clerk,1
240,2896,2017-08-24 23:32:11,2017-08-24 23:46:54,collect product from shelf,manual activity ,clerk,1
1205,2903,2017-08-24 23:42:39,2017-08-24 23:50:32,move shelf to dock,process activity,robot,1
734,2904,2017-08-24 23:42:39,2017-08-24 23:53:47,Request product,process activity,clerk,1
629,2910,2017-08-24 23:50:32,2017-08-24 23:57:24,move shelf from clerk dock,process activity,robot,0
308,2895,2017-08-24 23:32:11,2017-08-25 00:02:05,Package product,manual activity ,clerk,1
240,2923,2017-08-25 00:07:53,2017-08-25 00:10:32,move shelf from clerk dock,process activity,robot,2
284,2921,2017-08-25 00:06:26,2017-08-25 00:10:32,Request product,process activity,clerk,1
1205,2925,2017-08-25 00:09:29,2017-08-25 00:13:54,collect product from shelf,manual activity ,clerk,1
1042,2926,2017-08-25 00:09:29,2017-08-25 00:16:33,move shelf to dock,process activity,robot,3
805,2931,2017-08-25 00:13:54,2017-08-25 00:24:44,Request product,process activity,clerk,1
1205,2939,2017-08-25 00:24:44,2017-08-25 00:24:44,move shelf from clerk dock,process activity,robot,1
629,2930,2017-08-25 00:12:48,2017-08-25 00:24:44,Package product,manual activity ,clerk,1
1321,2944,2017-08-25 00:29:49,2017-08-25 00:36:36,move shelf to dock,process activity,robot,2
1042,2946,2017-08-25 00:31:18,2017-08-25 00:41:19,collect product from shelf,manual activity ,clerk,1
537,2951,2017-08-25 00:36:36,2017-08-25 00:41:19,putdown current shelf,process activity,robot,1
536,2954,2017-08-25 00:39:36,2017-08-25 00:45:53,Request product,process activity,clerk,1
240,2948,2017-08-25 00:32:31,2017-08-25 00:50:00,Package product,manual activity ,clerk,1
537,2957,2017-08-25 00:44:17,2017-08-25 00:52:03,go to approriate shelf,process activity,robot,1
1042,2964,2017-08-25 00:51:01,2017-08-25 00:58:05,move shelf from clerk dock,process activity,robot,3
1321,2958,2017-08-25 00:44:17,2017-08-25 00:58:05,collect product from shelf,manual activity ,clerk,1
537,2968,2017-08-25 00:53:03,2017-08-25 01:01:12,move shelf to dock,process activity,robot,1
641,2967,2017-08-25 00:53:03,2017-08-25 01:01:12,Request product,process activity,clerk,1
37,2974,2017-08-25 01:01:12,2017-08-25 01:09:06,move shelf to dock,process activity,robot,0
1205,2976,2017-08-25 01:03:10,2017-08-25 01:17:12,Package product,manual activity ,clerk,1
148,2985,2017-08-25 01:15:37,2017-08-25 01:19:44,Request product,process activity,clerk,1
191,2991,2017-08-25 01:22:44,2017-08-25 01:24:23,Request product,process activity,clerk,1
1321,2997,2017-08-25 01:26:54,2017-08-25 01:26:54,Package product,manual activity ,clerk,1
1321,2996,2017-08-25 01:26:54,2017-08-25 01:28:02,move shelf from clerk dock,process activity,robot,2
1238,2999,2017-08-25 01:26:54,2017-08-25 01:28:02,Request product,process activity,clerk,1
537,2994,2017-08-25 01:24:23,2017-08-25 01:32:05,collect product from shelf,manual activity ,clerk,1
1324,3004,2017-08-25 01:32:05,2017-08-25 01:33:39,Request product,process activity,clerk,1
37,2998,2017-08-25 01:26:54,2017-08-25 01:38:43,collect product from shelf,manual activity ,clerk,1
1042,3001,2017-08-25 01:28:02,2017-08-25 01:49:10,do extra check,manual activity ,clerk,1
1100,3010,2017-08-25 01:38:43,2017-08-25 01:49:10,Request product,process activity,clerk,1
37,3016,2017-08-25 01:46:34,2017-08-25 01:50:45,move shelf from clerk dock,process activity,robot,0
537,3014,2017-08-25 01:44:44,2017-08-25 01:52:22,move shelf from clerk dock,process activity,robot,1
1042,3020,2017-08-25 01:50:45,2017-08-25 01:54:04,Package product,manual activity ,clerk,1
508,3023,2017-08-25 01:54:04,2017-08-25 01:55:43,Request product,process activity,clerk,1
1241,3025,2017-08-25 01:55:43,2017-08-25 01:56:54,putdown current shelf,process activity,robot,0
302,3027,2017-08-25 01:55:43,2017-08-25 01:57:59,putdown current shelf,process activity,robot,1
1012,3034,2017-08-25 01:59:54,2017-08-25 02:01:33,Request product,process activity,clerk,1
302,3031,2017-08-25 01:57:59,2017-08-25 02:01:33,go to approriate shelf,process activity,robot,1
90,3033,2017-08-25 01:59:54,2017-08-25 02:05:00,move shelf to dock,process activity,robot,3
1241,3029,2017-08-25 01:56:54,2017-08-25 02:05:00,go to approriate shelf,process activity,robot,0
37,3026,2017-08-25 01:55:43,2017-08-25 02:13:09,Package product,manual activity ,clerk,1
302,3038,2017-08-25 02:05:00,2017-08-25 02:14:14,move shelf to dock,process activity,robot,1
822,3042,2017-08-25 02:09:03,2017-08-25 02:18:31,Request product,process activity,clerk,1
1241,3047,2017-08-25 02:14:14,2017-08-25 02:22:54,move shelf to dock,process activity,robot,0
302,3055,2017-08-25 02:21:46,2017-08-25 02:28:29,collect product from shelf,manual activity ,clerk,1
1332,3060,2017-08-25 02:25:56,2017-08-25 02:28:29,Request product,process activity,clerk,1
90,3051,2017-08-25 02:18:31,2017-08-25 02:35:10,collect product from shelf,manual activity ,clerk,1
302,3068,2017-08-25 02:35:10,2017-08-25 02:37:42,move shelf from clerk dock,process activity,robot,1
537,3052,2017-08-25 02:18:31,2017-08-25 02:37:42,Package product,manual activity ,clerk,1
531,3071,2017-08-25 02:37:42,2017-08-25 02:38:59,Request product,process activity,clerk,1
1241,3066,2017-08-25 02:34:09,2017-08-25 02:40:10,collect product from shelf,manual activity ,clerk,1
1310,3087,2017-08-25 03:00:22,2017-08-25 03:00:22,putdown current shelf,process activity,robot,1
302,3075,2017-08-25 02:41:36,2017-08-25 03:00:22,do extra check,manual activity ,clerk,1
319,3082,2017-08-25 02:52:10,2017-08-25 03:00:22,Request product,process activity,clerk,1
302,3090,2017-08-25 03:00:22,2017-08-25 03:01:38,Package product,manual activity ,clerk,1
90,3091,2017-08-25 03:00:22,2017-08-25 03:01:38,move shelf from clerk dock,process activity,robot,3
1241,3089,2017-08-25 03:00:22,2017-08-25 03:01:38,move shelf from clerk dock,process activity,robot,0
1310,3088,2017-08-25 03:00:22,2017-08-25 03:05:54,go to approriate shelf,process activity,robot,1
974,3093,2017-08-25 03:01:38,2017-08-25 03:10:29,putdown current shelf,process activity,robot,2
371,3097,2017-08-25 03:05:54,2017-08-25 03:10:29,Request product,process activity,clerk,1
409,3102,2017-08-25 03:10:29,2017-08-25 03:11:32,putdown current shelf,process activity,robot,0
340,3105,2017-08-25 03:11:32,2017-08-25 03:11:32,Request product,process activity,clerk,1
1241,3099,2017-08-25 03:07:18,2017-08-25 03:13:51,do extra check,manual activity ,clerk,1
1310,3100,2017-08-25 03:07:18,2017-08-25 03:13:51,move shelf to dock,process activity,robot,1
409,3106,2017-08-25 03:11:32,2017-08-25 03:19:10,go to approriate shelf,process activity,robot,0
974,3103,2017-08-25 03:10:29,2017-08-25 03:20:13,go to approriate shelf,process activity,robot,2
506,3110,2017-08-25 03:15:44,2017-08-25 03:24:10,Request product,process activity,clerk,1
1241,3109,2017-08-25 03:15:44,2017-08-25 03:25:27,Package product,manual activity ,clerk,1
1310,3117,2017-08-25 03:24:10,2017-08-25 03:26:48,collect product from shelf,manual activity ,clerk,1
409,3115,2017-08-25 03:21:22,2017-08-25 03:34:56,move shelf to dock,process activity,robot,0
90,3122,2017-08-25 03:29:49,2017-08-25 03:41:10,Package product,manual activity ,clerk,1
974,3124,2017-08-25 03:30:55,2017-08-25 03:42:29,move shelf to dock,process activity,robot,2
895,3130,2017-08-25 03:36:32,2017-08-25 03:47:11,Request product,process activity,clerk,1
1310,3135,2017-08-25 03:44:22,2017-08-25 03:50:27,move shelf from clerk dock,process activity,robot,1
409,3144,2017-08-25 03:55:11,2017-08-25 03:58:13,collect product from shelf,manual activity ,clerk,1
38,3143,2017-08-25 03:55:11,2017-08-25 03:58:13,Request product,process activity,clerk,1
1310,3139,2017-08-25 03:50:27,2017-08-25 03:59:29,Package product,manual activity ,clerk,1
974,3146,2017-08-25 03:58:13,2017-08-25 04:08:20,collect product from shelf,manual activity ,clerk,1
1156,3154,2017-08-25 04:08:20,2017-08-25 04:09:57,Request product,process activity,clerk,1
1236,3153,2017-08-25 04:08:20,2017-08-25 04:17:27,putdown current shelf,process activity,robot,1
385,3159,2017-08-25 04:12:53,2017-08-25 04:17:27,Request product,process activity,clerk,1
1236,3162,2017-08-25 04:17:27,2017-08-25 04:20:08,move shelf from clerk dock,process activity,robot,0
668,3165,2017-08-25 04:20:08,2017-08-25 04:23:15,Request product,process activity,clerk,1
974,3169,2017-08-25 04:23:15,2017-08-25 04:24:45,move shelf from clerk dock,process activity,robot,2
1236,3166,2017-08-25 04:20:08,2017-08-25 04:26:36,go to approriate shelf,process activity,robot,1
816,3172,2017-08-25 04:24:45,2017-08-25 04:28:00,Request product,process activity,clerk,1
409,3157,2017-08-25 04:11:45,2017-08-25 04:29:01,do extra check,manual activity ,clerk,1
1185,3170,2017-08-25 04:23:15,2017-08-25 04:29:01,putdown current shelf,process activity,robot,0
880,3176,2017-08-25 04:29:01,2017-08-25 04:31:22,Request product,process activity,clerk,1
325,3182,2017-08-25 04:32:35,2017-08-25 04:32:35,Request product,process activity,clerk,1
1236,3179,2017-08-25 04:31:22,2017-08-25 04:35:11,move shelf to dock,process activity,robot,1
945,3184,2017-08-25 04:33:36,2017-08-25 04:35:11,Request product,process activity,clerk,1
1185,3181,2017-08-25 04:32:35,2017-08-25 04:38:03,go to approriate shelf,process activity,robot,0
409,3177,2017-08-25 04:29:01,2017-08-25 04:43:58,Package product,manual activity ,clerk,1
1331,3192,2017-08-25 04:43:58,2017-08-25 04:49:20,Request product,process activity,clerk,1
1185,3191,2017-08-25 04:43:58,2017-08-25 04:49:20,move shelf to dock,process activity,robot,0
530,3198,2017-08-25 04:51:43,2017-08-25 04:55:36,move shelf to dock,process activity,robot,3
1236,3199,2017-08-25 04:51:43,2017-08-25 05:06:00,collect product from shelf,manual activity ,clerk,1
485,3211,2017-08-25 05:06:00,2017-08-25 05:07:09,Request product,process activity,clerk,1
1185,3207,2017-08-25 05:01:52,2017-08-25 05:09:05,collect product from shelf,manual activity ,clerk,1
1353,3215,2017-08-25 05:10:47,2017-08-25 05:21:00,Request product,process activity,clerk,1
974,3206,2017-08-25 05:01:52,2017-08-25 05:25:55,Package product,manual activity ,clerk,1
1082,3225,2017-08-25 05:25:55,2017-08-25 05:27:44,Request product,process activity,clerk,1
1185,3226,2017-08-25 05:25:55,2017-08-25 05:27:44,move shelf from clerk dock,process activity,robot,0
530,3224,2017-08-25 05:25:55,2017-08-25 05:34:19,collect product from shelf,manual activity ,clerk,1
366,3232,2017-08-25 05:34:19,2017-08-25 05:35:39,putdown current shelf,process activity,robot,0
616,3234,2017-08-25 05:34:19,2017-08-25 05:35:39,Request product,process activity,clerk,1
1185,3233,2017-08-25 05:34:19,2017-08-25 05:37:23,Package product,manual activity ,clerk,1
1236,3231,2017-08-25 05:34:19,2017-08-25 05:37:23,move shelf from clerk dock,process activity,robot,1
366,3239,2017-08-25 05:38:41,2017-08-25 05:41:43,go to approriate shelf,process activity,robot,0
89,3238,2017-08-25 05:38:41,2017-08-25 05:46:33,Request product,process activity,clerk,1
1236,3246,2017-08-25 05:47:53,2017-08-25 05:49:13,Package product,manual activity ,clerk,1
366,3244,2017-08-25 05:44:48,2017-08-25 05:52:38,move shelf to dock,process activity,robot,0
539,3248,2017-08-25 05:49:13,2017-08-25 05:54:05,Request product,process activity,clerk,1
1350,3256,2017-08-25 05:58:36,2017-08-25 06:05:37,move shelf to dock,process activity,robot,2
1350,3260,2017-08-25 06:04:23,2017-08-25 06:08:57,move shelf from clerk dock,process activity,robot,3
771,3263,2017-08-25 06:05:37,2017-08-25 06:12:18,Request product,process activity,clerk,1
366,3262,2017-08-25 06:05:37,2017-08-25 06:15:20,collect product from shelf,manual activity ,clerk,1
213,3272,2017-08-25 06:16:58,2017-08-25 06:19:31,putdown current shelf,process activity,robot,3
195,3274,2017-08-25 06:18:08,2017-08-25 06:19:31,Request product,process activity,clerk,1
530,3254,2017-08-25 05:58:36,2017-08-25 06:23:43,do extra check,manual activity ,clerk,1
1302,3279,2017-08-25 06:25:25,2017-08-25 06:27:11,Request product,process activity,clerk,1
1350,3271,2017-08-25 06:16:58,2017-08-25 06:28:34,collect product from shelf,manual activity ,clerk,1
366,3283,2017-08-25 06:28:34,2017-08-25 06:36:11,move shelf from clerk dock,process activity,robot,0
213,3280,2017-08-25 06:25:25,2017-08-25 06:37:34,go to approriate shelf,process activity,robot,3
39,3286,2017-08-25 06:30:30,2017-08-25 06:39:30,Request product,process activity,clerk,1
688,3291,2017-08-25 06:37:34,2017-08-25 06:41:23,putdown current shelf,process activity,robot,0
530,3284,2017-08-25 06:28:34,2017-08-25 06:41:23,Package product,manual activity ,clerk,1
1350,3293,2017-08-25 06:39:30,2017-08-25 06:45:14,move shelf from clerk dock,process activity,robot,2
568,3299,2017-08-25 06:45:14,2017-08-25 06:51:08,Request product,process activity,clerk,1
366,3300,2017-08-25 06:47:02,2017-08-25 06:52:34,Package product,manual activity ,clerk,1
324,3303,2017-08-25 06:50:06,2017-08-25 06:52:34,move shelf to dock,process activity,robot,1
688,3298,2017-08-25 06:45:14,2017-08-25 06:56:15,go to approriate shelf,process activity,robot,0
213,3305,2017-08-25 06:51:08,2017-08-25 06:59:01,move shelf to dock,process activity,robot,3
1293,3306,2017-08-25 06:51:08,2017-08-25 07:02:45,putdown current shelf,process activity,robot,2
324,3312,2017-08-25 06:59:01,2017-08-25 07:10:02,collect product from shelf,manual activity ,clerk,1
1293,3318,2017-08-25 07:04:39,2017-08-25 07:12:35,go to approriate shelf,process activity,robot,2
279,3317,2017-08-25 07:04:39,2017-08-25 07:14:22,Request product,process activity,clerk,1
688,3322,2017-08-25 07:11:12,2017-08-25 07:19:36,move shelf to dock,process activity,robot,0
1293,3329,2017-08-25 07:17:33,2017-08-25 07:27:31,move shelf to dock,process activity,robot,2
324,3338,2017-08-25 07:27:31,2017-08-25 07:34:18,move shelf from clerk dock,process activity,robot,1
213,3323,2017-08-25 07:11:12,2017-08-25 07:35:36,collect product from shelf,manual activity ,clerk,1
1377,3341,2017-08-25 07:31:16,2017-08-25 07:40:24,Request product,process activity,clerk,1
1350,3333,2017-08-25 07:20:41,2017-08-25 07:46:12,do extra check,manual activity ,clerk,1
213,3353,2017-08-25 07:44:38,2017-08-25 07:46:12,move shelf from clerk dock,process activity,robot,3
782,3356,2017-08-25 07:48:06,2017-08-25 07:48:06,Request product,process activity,clerk,1
688,3351,2017-08-25 07:44:38,2017-08-25 07:50:48,collect product from shelf,manual activity ,clerk,1
688,3365,2017-08-25 07:55:19,2017-08-25 07:55:19,move shelf from clerk dock,process activity,robot,0
1293,3354,2017-08-25 07:44:38,2017-08-25 07:55:19,collect product from shelf,manual activity ,clerk,1
376,3360,2017-08-25 07:50:48,2017-08-25 07:58:49,Request product,process activity,clerk,1
1350,3358,2017-08-25 07:49:15,2017-08-25 08:00:04,Package product,manual activity ,clerk,1
524,3363,2017-08-25 07:53:57,2017-08-25 08:04:19,putdown current shelf,process activity,robot,3
973,3370,2017-08-25 08:00:04,2017-08-25 08:08:07,Request product,process activity,clerk,1
524,3375,2017-08-25 08:05:24,2017-08-25 08:11:35,go to approriate shelf,process activity,robot,3
1293,3377,2017-08-25 08:06:49,2017-08-25 08:13:11,move shelf from clerk dock,process activity,robot,2
1192,3380,2017-08-25 08:11:35,2017-08-25 08:13:11,Request product,process activity,clerk,1
688,3385,2017-08-25 08:16:26,2017-08-25 08:18:12,Package product,manual activity ,clerk,1
923,3386,2017-08-25 08:16:26,2017-08-25 08:18:12,Request product,process activity,clerk,1
524,3384,2017-08-25 08:16:26,2017-08-25 08:25:30,move shelf to dock,process activity,robot,3
270,3390,2017-08-25 08:23:11,2017-08-25 08:27:10,putdown current shelf,process activity,robot,2
623,3393,2017-08-25 08:24:26,2017-08-25 08:29:26,move shelf to dock,process activity,robot,1
324,3391,2017-08-25 08:23:11,2017-08-25 08:34:23,Package product,manual activity ,clerk,1
652,3400,2017-08-25 08:32:41,2017-08-25 08:37:44,Request product,process activity,clerk,1
955,3410,2017-08-25 08:40:59,2017-08-25 08:40:59,Request product,process activity,clerk,1
270,3403,2017-08-25 08:36:19,2017-08-25 08:42:52,go to approriate shelf,process activity,robot,2
1088,3413,2017-08-25 08:43:52,2017-08-25 08:45:03,Request product,process activity,clerk,1
270,3414,2017-08-25 08:43:52,2017-08-25 08:46:37,move shelf to dock,process activity,robot,2
524,3404,2017-08-25 08:36:19,2017-08-25 08:46:37,collect product from shelf,manual activity ,clerk,1
994,3417,2017-08-25 08:46:37,2017-08-25 08:51:34,Request product,process activity,clerk,1
213,3408,2017-08-25 08:40:59,2017-08-25 08:52:55,Package product,manual activity ,clerk,1
623,3409,2017-08-25 08:40:59,2017-08-25 09:05:29,collect product from shelf,manual activity ,clerk,1
1085,3430,2017-08-25 09:02:07,2017-08-25 09:05:29,putdown current shelf,process activity,robot,0
524,3429,2017-08-25 09:02:07,2017-08-25 09:05:29,move shelf from clerk dock,process activity,robot,3
406,3427,2017-08-25 09:00:49,2017-08-25 09:05:29,Request product,process activity,clerk,1
1085,3434,2017-08-25 09:09:19,2017-08-25 09:18:46,go to approriate shelf,process activity,robot,0
623,3443,2017-08-25 09:18:46,2017-08-25 09:22:31,move shelf from clerk dock,process activity,robot,1
979,3440,2017-08-25 09:17:31,2017-08-25 09:22:31,putdown current shelf,process activity,robot,3
1143,3442,2017-08-25 09:18:46,2017-08-25 09:22:31,Request product,process activity,clerk,1
1293,3436,2017-08-25 09:11:16,2017-08-25 09:26:04,Package product,manual activity ,clerk,1
1085,3447,2017-08-25 09:22:31,2017-08-25 09:26:04,move shelf to dock,process activity,robot,0
270,3445,2017-08-25 09:20:33,2017-08-25 09:34:00,collect product from shelf,manual activity ,clerk,1
602,3451,2017-08-25 09:26:04,2017-08-25 09:34:00,Request product,process activity,clerk,1
979,3449,2017-08-25 09:24:24,2017-08-25 09:40:18,go to approriate shelf,process activity,robot,3
270,3465,2017-08-25 09:43:18,2017-08-25 09:46:33,move shelf from clerk dock,process activity,robot,2
1085,3461,2017-08-25 09:39:09,2017-08-25 09:47:40,collect product from shelf,manual activity ,clerk,1
979,3463,2017-08-25 09:41:35,2017-08-25 09:47:40,move shelf to dock,process activity,robot,3
1158,3468,2017-08-25 09:46:33,2017-08-25 09:50:09,Request product,process activity,clerk,1
524,3457,2017-08-25 09:35:16,2017-08-25 09:55:24,Package product,manual activity ,clerk,1
427,3474,2017-08-25 09:52:42,2017-08-25 10:01:31,Request product,process activity,clerk,1
915,3481,2017-08-25 10:01:31,2017-08-25 10:07:55,putdown current shelf,process activity,robot,2
270,3483,2017-08-25 10:03:17,2017-08-25 10:07:55,Package product,manual activity ,clerk,1
1085,3487,2017-08-25 10:07:55,2017-08-25 10:09:42,move shelf from clerk dock,process activity,robot,0
552,3488,2017-08-25 10:07:55,2017-08-25 10:09:42,Request product,process activity,clerk,1
915,3489,2017-08-25 10:07:55,2017-08-25 10:12:22,go to approriate shelf,process activity,robot,2
555,3494,2017-08-25 10:12:22,2017-08-25 10:14:03,Request product,process activity,clerk,1
979,3480,2017-08-25 10:01:31,2017-08-25 10:17:14,collect product from shelf,manual activity ,clerk,1
623,3493,2017-08-25 10:12:22,2017-08-25 10:17:14,Package product,manual activity ,clerk,1
599,3497,2017-08-25 10:17:14,2017-08-25 10:19:07,putdown current shelf,process activity,robot,0
299,3498,2017-08-25 10:17:14,2017-08-25 10:20:33,Request product,process activity,clerk,1
979,3509,2017-08-25 10:28:41,2017-08-25 10:28:41,move shelf from clerk dock,process activity,robot,3
915,3510,2017-08-25 10:28:41,2017-08-25 10:30:08,reduce speed,process activity,robot,2
915,3500,2017-08-25 10:19:07,2017-08-25 10:30:08,move shelf to dock,process activity,robot,2
599,3511,2017-08-25 10:28:41,2017-08-25 10:31:24,go to approriate shelf,process activity,robot,0
845,3507,2017-08-25 10:26:46,2017-08-25 10:32:54,Request product,process activity,clerk,1
1085,3503,2017-08-25 10:20:33,2017-08-25 10:42:17,Package product,manual activity ,clerk,1
1225,3518,2017-08-25 10:38:34,2017-08-25 10:43:32,Request product,process activity,clerk,1
667,3527,2017-08-25 10:45:02,2017-08-25 10:46:14,Request product,process activity,clerk,1
745,3526,2017-08-25 10:45:02,2017-08-25 10:47:35,putdown current shelf,process activity,robot,1
