Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
49CP,2017-12-29 12:55:13,2017-12-29 12:55:13,check if the product was shaked,process activity,clerk,1c,product,49p,2296
49CP,2017-12-29 13:20:13,2017-12-29 13:20:13,Product Delivered,process activity,clerk,1c,product,49p,2310
263CP,2017-12-29 13:21:13,2017-12-29 13:21:13,check if the product was shaked,process activity,clerk,1c,product,263p,2312
101CP,2017-12-29 13:20:13,2017-12-29 13:31:13,Request product,process activity,clerk,1c,product,101p,2311
101CP,2017-12-29 13:32:13,2017-12-29 13:32:13,Assgin robot,process activity,robot,8r,shelf,2s,2317
263CP,2017-12-29 13:42:13,2017-12-29 13:42:13,Product Delivered,process activity,clerk,1c,product,263p,2320
30CP,2017-12-29 13:42:13,2017-12-29 13:42:13,check if the product was shaked,process activity,clerk,1c,product,30p,2321
461CP,2017-12-29 13:44:13,2017-12-29 13:45:13,Request product,process activity,clerk,1c,product,461p,2322
461CP,2017-12-29 13:45:13,2017-12-29 13:45:13,Assgin robot,process activity,robot,5r,shelf,11s,2324
30CP,2017-12-29 14:07:13,2017-12-29 14:07:13,Product Delivered,process activity,clerk,1c,product,30p,2338
35CP,2017-12-29 14:08:13,2017-12-29 14:08:13,check if the product was shaked,process activity,clerk,1c,product,35p,2340
151CP,2017-12-29 14:08:13,2017-12-29 14:10:13,Request product,process activity,clerk,1c,product,151p,2339
151CP,2017-12-29 14:11:13,2017-12-29 14:11:13,Assgin robot,process activity,robot,3r,shelf,5s,2342
35CP,2017-12-29 14:23:13,2017-12-29 14:23:13,Product Delivered,process activity,clerk,1c,product,35p,2350
132CP,2017-12-29 14:25:13,2017-12-29 14:25:13,check if the product was shaked,process activity,clerk,1c,product,132p,2352
220CP,2017-12-29 14:25:13,2017-12-29 14:43:13,Request product,process activity,clerk,1c,product,220p,2354
220CP,2017-12-29 14:43:13,2017-12-29 14:43:13,Assgin robot,process activity,robot,7r,shelf,24s,2362
132CP,2017-12-29 14:50:13,2017-12-29 14:50:13,Product Delivered,process activity,clerk,1c,product,132p,2364
278CP,2017-12-29 14:50:13,2017-12-29 14:50:13,check if the product was shaked,process activity,clerk,1c,product,278p,2365
398CP,2017-12-29 14:51:13,2017-12-29 15:08:13,Request product,process activity,clerk,1c,product,398p,2367
398CP,2017-12-29 15:09:13,2017-12-29 15:09:13,Assgin robot,process activity,robot,6r,shelf,16s,2372
278CP,2017-12-29 15:10:13,2017-12-29 15:10:13,Product Delivered,process activity,clerk,1c,product,278p,2374
25CP,2017-12-29 15:11:13,2017-12-29 15:11:13,check if the product was shaked,process activity,clerk,1c,product,25p,2376
417CP,2017-12-29 15:11:13,2017-12-29 15:12:13,Request product,process activity,clerk,1c,product,417p,2375
417CP,2017-12-29 15:13:13,2017-12-29 15:13:13,Assgin robot,process activity,robot,4r,shelf,17s,2380
25CP,2017-12-29 15:19:13,2017-12-29 15:19:13,Product Delivered,process activity,clerk,1c,product,25p,2386
253CP,2017-12-29 15:20:13,2017-12-29 15:20:13,check if the product was shaked,process activity,clerk,1c,product,253p,2387
253CP,2017-12-29 15:32:13,2017-12-29 15:32:13,Product Delivered,process activity,clerk,1c,product,253p,2398
461CP,2017-12-29 15:34:13,2017-12-29 15:34:13,check if the product was shaked,process activity,clerk,1c,product,461p,2402
100CP,2017-12-29 15:33:13,2017-12-29 15:35:13,Request product,process activity,clerk,1c,product,100p,2401
100CP,2017-12-29 15:36:13,2017-12-29 15:37:13,Assgin robot,process activity,robot,2r,shelf,15s,2405
461CP,2017-12-29 15:44:13,2017-12-29 15:44:13,Product Delivered,process activity,clerk,1c,product,461p,2415
166CP,2017-12-29 15:20:13,2017-12-29 15:45:13,Request product,process activity,clerk,1c,product,166p,2389
166CP,2017-12-29 15:47:13,2017-12-29 15:47:13,Assgin robot,process activity,robot,9r,shelf,19s,2418
101CP,2017-12-29 15:47:13,2017-12-29 15:47:13,check if the product was shaked,process activity,clerk,1c,product,101p,2419
280CP,2017-12-29 15:47:13,2017-12-29 15:51:13,Request product,process activity,clerk,1c,product,280p,2420
280CP,2017-12-29 15:52:13,2017-12-29 15:52:13,Assgin robot,process activity,robot,5r,shelf,18s,2427
101CP,2017-12-29 16:04:13,2017-12-29 16:04:13,Product Delivered,process activity,clerk,1c,product,101p,2434
398CP,2017-12-29 16:06:13,2017-12-29 16:06:13,check if the product was shaked,process activity,clerk,1c,product,398p,2436
398CP,2017-12-29 16:22:13,2017-12-29 16:22:13,Product Delivered,process activity,clerk,1c,product,398p,2450
151CP,2017-12-29 16:22:13,2017-12-29 16:22:13,check if the product was shaked,process activity,clerk,1c,product,151p,2451
275CP,2017-12-29 16:07:13,2017-12-29 16:23:13,Request product,process activity,clerk,1c,product,275p,2437
275CP,2017-12-29 16:24:13,2017-12-29 16:24:13,Assgin robot,process activity,robot,8r,shelf,3s,2455
151CP,2017-12-29 16:38:13,2017-12-29 16:38:13,Product Delivered,process activity,clerk,1c,product,151p,2465
220CP,2017-12-29 16:39:13,2017-12-29 16:39:13,check if the product was shaked,process activity,clerk,1c,product,220p,2466
19CP,2017-12-29 16:23:13,2017-12-29 16:45:13,Request product,process activity,clerk,1c,product,19p,2453
19CP,2017-12-29 16:45:13,2017-12-29 16:45:13,Assgin robot,process activity,robot,6r,shelf,14s,2471
401CP,2017-12-29 16:40:13,2017-12-29 16:54:13,Request product,process activity,clerk,1c,product,401p,2468
401CP,2017-12-29 16:55:13,2017-12-29 16:55:13,Assgin robot,process activity,robot,3r,shelf,15s,2477
220CP,2017-12-29 17:01:13,2017-12-29 17:01:13,Product Delivered,process activity,clerk,1c,product,220p,2480
417CP,2017-12-29 17:03:13,2017-12-29 17:03:13,check if the product was shaked,process activity,clerk,1c,product,417p,2482
417CP,2017-12-29 17:16:13,2017-12-29 17:16:13,Product Delivered,process activity,clerk,1c,product,417p,2493
100CP,2017-12-29 17:17:13,2017-12-29 17:17:13,check if the product was shaked,process activity,clerk,1c,product,100p,2495
42CP,2017-12-29 17:03:13,2017-12-29 17:25:13,Request product,process activity,clerk,1c,product,42p,2483
42CP,2017-12-29 17:25:13,2017-12-29 17:25:13,Assgin robot,process activity,robot,7r,shelf,24s,2500
429CP,2017-12-29 17:16:13,2017-12-29 17:27:13,Request product,process activity,clerk,1c,product,429p,2494
429CP,2017-12-29 17:27:13,2017-12-29 17:27:13,Assgin robot,process activity,robot,4r,shelf,16s,2503
100CP,2017-12-29 17:34:13,2017-12-29 17:36:13,Product Delivered,process activity,clerk,1c,product,100p,2508
280CP,2017-12-29 17:36:13,2017-12-29 17:36:13,check if the product was shaked,process activity,clerk,1c,product,280p,2510
280CP,2017-12-29 17:43:13,2017-12-29 17:43:13,Product Delivered,process activity,clerk,1c,product,280p,2517
166CP,2017-12-29 17:45:13,2017-12-29 17:45:13,check if the product was shaked,process activity,clerk,1c,product,166p,2520
231CP,2017-12-29 17:37:13,2017-12-29 17:53:13,Request product,process activity,clerk,1c,product,231p,2511
231CP,2017-12-29 17:54:13,2017-12-29 17:54:13,Assgin robot,process activity,robot,2r,shelf,17s,2526
166CP,2017-12-29 17:57:13,2017-12-29 17:57:13,Product Delivered,process activity,clerk,1c,product,166p,2529
275CP,2017-12-29 17:58:13,2017-12-29 17:58:13,check if the product was shaked,process activity,clerk,1c,product,275p,2531
351CP,2017-12-29 17:44:13,2017-12-29 17:59:13,Request product,process activity,clerk,1c,product,351p,2519
351CP,2017-12-29 18:00:13,2017-12-29 18:00:13,Assgin robot,process activity,robot,5r,shelf,15s,2533
290CP,2017-12-29 17:57:13,2017-12-29 18:15:13,Request product,process activity,clerk,1c,product,290p,2530
290CP,2017-12-29 18:15:13,2017-12-29 18:15:13,Assgin robot,process activity,robot,9r,shelf,2s,2546
275CP,2017-12-29 18:22:13,2017-12-29 18:22:13,Product Delivered,process activity,clerk,1c,product,275p,2553
19CP,2017-12-29 18:23:13,2017-12-29 18:23:13,check if the product was shaked,process activity,clerk,1c,product,19p,2557
331CP,2017-12-29 18:23:13,2017-12-29 18:27:13,Request product,process activity,clerk,1c,product,331p,2556
331CP,2017-12-29 18:27:13,2017-12-29 18:27:13,Assgin robot,process activity,robot,8r,shelf,1s,2560
19CP,2017-12-29 18:42:13,2017-12-29 18:42:13,Product Delivered,process activity,clerk,1c,product,19p,2568
42CP,2017-12-29 18:44:13,2017-12-29 18:44:13,check if the product was shaked,process activity,clerk,1c,product,42p,2570
42CP,2017-12-29 19:01:13,2017-12-29 19:01:13,Product Delivered,process activity,clerk,1c,product,42p,2585
401CP,2017-12-29 19:02:13,2017-12-29 19:02:13,check if the product was shaked,process activity,clerk,1c,product,401p,2586
474CP,2017-12-29 19:02:13,2017-12-29 19:22:13,Request product,process activity,clerk,1c,product,474p,2587
474CP,2017-12-29 19:22:13,2017-12-29 19:22:13,Assgin robot,process activity,robot,7r,shelf,23s,2596
401CP,2017-12-29 19:26:13,2017-12-29 19:26:13,Product Delivered,process activity,clerk,1c,product,401p,2598
429CP,2017-12-29 19:27:13,2017-12-29 19:27:13,check if the product was shaked,process activity,clerk,1c,product,429p,2600
429CP,2017-12-29 19:36:13,2017-12-29 19:36:13,Product Delivered,process activity,clerk,1c,product,429p,2606
231CP,2017-12-29 19:37:13,2017-12-29 19:37:13,check if the product was shaked,process activity,clerk,1c,product,231p,2607
246CP,2017-12-29 19:26:13,2017-12-29 19:39:13,Request product,process activity,clerk,1c,product,246p,2599
246CP,2017-12-29 19:40:13,2017-12-29 19:40:13,Assgin robot,process activity,robot,3r,shelf,6s,2611
150CP,2017-12-29 19:38:13,2017-12-29 19:41:13,Request product,process activity,clerk,1c,product,150p,2609
150CP,2017-12-29 19:42:13,2017-12-29 19:42:13,Assgin robot,process activity,robot,4r,shelf,20s,2613
231CP,2017-12-29 19:53:13,2017-12-29 19:54:13,Product Delivered,process activity,clerk,1c,product,231p,2619
351CP,2017-12-29 19:54:13,2017-12-29 19:54:13,check if the product was shaked,process activity,clerk,1c,product,351p,2620
351CP,2017-12-29 20:10:13,2017-12-29 20:10:13,Product Delivered,process activity,clerk,1c,product,351p,2634
290CP,2017-12-29 20:13:13,2017-12-29 20:13:13,check if the product was shaked,process activity,clerk,1c,product,290p,2636
470CP,2017-12-29 20:13:13,2017-12-29 20:30:13,Request product,process activity,clerk,1c,product,470p,2637
470CP,2017-12-29 20:30:13,2017-12-29 20:30:13,Assgin robot,process activity,robot,5r,shelf,21s,2648
290CP,2017-12-29 20:34:13,2017-12-29 20:34:13,Product Delivered,process activity,clerk,1c,product,290p,2650
331CP,2017-12-29 20:34:13,2017-12-29 20:34:13,check if the product was shaked,process activity,clerk,1c,product,331p,2652
331CP,2017-12-29 20:44:13,2017-12-29 20:44:13,Product Delivered,process activity,clerk,1c,product,331p,2656
474CP,2017-12-29 20:44:13,2017-12-29 20:44:13,check if the product was shaked,process activity,clerk,1c,product,474p,2657
107CP,2017-12-29 20:34:13,2017-12-29 20:55:13,Request product,process activity,clerk,1c,product,107p,2651
107CP,2017-12-29 20:55:13,2017-12-29 20:55:13,Assgin robot,process activity,robot,9r,shelf,12s,2664
474CP,2017-12-29 21:05:13,2017-12-29 21:05:13,Product Delivered,process activity,clerk,1c,product,474p,2670
150CP,2017-12-29 21:05:13,2017-12-29 21:05:13,check if the product was shaked,process activity,clerk,1c,product,150p,2672
76CP,2017-12-29 21:05:13,2017-12-29 21:15:13,Request product,process activity,clerk,1c,product,76p,2671
76CP,2017-12-29 21:16:13,2017-12-29 21:16:13,Assgin robot,process activity,robot,7r,shelf,5s,2679
150CP,2017-12-29 21:22:13,2017-12-29 21:22:13,Product Delivered,process activity,clerk,1c,product,150p,2682
246CP,2017-12-29 21:23:13,2017-12-29 21:23:13,check if the product was shaked,process activity,clerk,1c,product,246p,2683
246CP,2017-12-29 21:38:13,2017-12-29 21:39:13,Product Delivered,process activity,clerk,1c,product,246p,2692
470CP,2017-12-29 21:39:13,2017-12-29 21:39:13,check if the product was shaked,process activity,clerk,1c,product,470p,2694
175CP,2017-12-29 21:39:13,2017-12-29 21:53:13,Request product,process activity,clerk,1c,product,175p,2693
175CP,2017-12-29 21:53:13,2017-12-29 21:53:13,Assgin robot,process activity,robot,3r,shelf,0s,2701
470CP,2017-12-29 21:56:13,2017-12-29 21:56:13,Product Delivered,process activity,clerk,1c,product,470p,2703
107CP,2017-12-29 21:57:13,2017-12-29 21:57:13,check if the product was shaked,process activity,clerk,1c,product,107p,2705
56CP,2017-12-29 21:56:13,2017-12-29 22:06:13,Request product,process activity,clerk,1c,product,56p,2704
56CP,2017-12-29 22:06:13,2017-12-29 22:06:13,Assgin robot,process activity,robot,5r,shelf,10s,2709
107CP,2017-12-29 22:17:13,2017-12-29 22:17:13,Product Delivered,process activity,clerk,1c,product,107p,2716
76CP,2017-12-29 22:18:13,2017-12-29 22:18:13,check if the product was shaked,process activity,clerk,1c,product,76p,2719
76CP,2017-12-29 22:31:13,2017-12-29 22:31:13,Product Delivered,process activity,clerk,1c,product,76p,2723
161CP,2017-12-29 22:18:13,2017-12-29 22:33:13,Request product,process activity,clerk,1c,product,161p,2718
161CP,2017-12-29 22:33:13,2017-12-29 22:33:13,Assgin robot,process activity,robot,9r,shelf,1s,2726
175CP,2017-12-29 22:44:13,2017-12-29 22:44:13,check if the product was shaked,process activity,clerk,1c,product,175p,2733
287CP,2017-12-29 22:32:13,2017-12-29 22:46:13,Request product,process activity,clerk,1c,product,287p,2724
287CP,2017-12-29 22:46:13,2017-12-29 22:46:13,Assgin robot,process activity,robot,7r,shelf,7s,2736
175CP,2017-12-29 23:02:13,2017-12-29 23:02:13,Product Delivered,process activity,clerk,1c,product,175p,2753
56CP,2017-12-29 23:05:13,2017-12-29 23:05:13,check if the product was shaked,process activity,clerk,1c,product,56p,2755
56CP,2017-12-29 23:22:13,2017-12-29 23:22:13,Product Delivered,process activity,clerk,1c,product,56p,2762
161CP,2017-12-29 23:23:13,2017-12-29 23:23:13,check if the product was shaked,process activity,clerk,1c,product,161p,2763
65CP,2017-12-29 23:05:13,2017-12-29 23:28:13,Request product,process activity,clerk,1c,product,65p,2756
65CP,2017-12-29 23:28:13,2017-12-29 23:28:13,Assgin robot,process activity,robot,3r,shelf,13s,2766
161CP,2017-12-29 23:40:13,2017-12-29 23:41:13,Product Delivered,process activity,clerk,1c,product,161p,2769
287CP,2017-12-29 23:41:13,2017-12-29 23:41:13,check if the product was shaked,process activity,clerk,1c,product,287p,2770
287CP,2017-12-29 23:49:13,2017-12-29 23:49:13,Product Delivered,process activity,clerk,1c,product,287p,2775
471CP,2017-12-29 23:42:13,2017-12-29 23:56:13,Request product,process activity,clerk,1c,product,471p,2772
471CP,2017-12-29 23:56:13,2017-12-29 23:56:13,Assgin robot,process activity,robot,9r,shelf,13s,2781
65CP,2017-12-29 23:58:13,2017-12-29 23:58:13,check if the product was shaked,process activity,clerk,1c,product,65p,2784
335CP,2017-12-29 23:50:13,2017-12-29 23:59:13,Request product,process activity,clerk,1c,product,335p,2777
335CP,2017-12-30 00:00:13,2017-12-30 00:00:13,Assgin robot,process activity,robot,7r,shelf,12s,2787
65CP,2017-12-30 00:14:13,2017-12-30 00:14:13,Product Delivered,process activity,clerk,1c,product,65p,2794
335CP,2017-12-30 00:32:13,2017-12-30 00:32:13,check if the product was shaked,process activity,clerk,1c,product,335p,2805
335CP,2017-12-30 00:57:13,2017-12-30 00:57:13,Product Delivered,process activity,clerk,1c,product,335p,2814
471CP,2017-12-30 00:58:13,2017-12-30 00:58:13,check if the product was shaked,process activity,clerk,1c,product,471p,2816
471CP,2017-12-30 01:09:13,2017-12-30 01:09:13,Product Delivered,process activity,clerk,1c,product,471p,2819
187CP,2017-12-30 01:10:13,2017-12-30 01:15:13,Request product,process activity,clerk,1c,product,187p,2820
187CP,2017-12-30 01:15:13,2017-12-30 01:15:13,Assgin robot,process activity,robot,9r,shelf,4s,2821
103CP,2017-12-30 00:58:13,2017-12-30 01:20:13,Request product,process activity,clerk,1c,product,103p,2815
103CP,2017-12-30 01:20:13,2017-12-30 01:20:13,Assgin robot,process activity,robot,7r,shelf,11s,2823
103CP,2017-12-30 01:57:13,2017-12-30 01:57:13,check if the product was shaked,process activity,clerk,1c,product,103p,2840
103CP,2017-12-30 02:13:13,2017-12-30 02:13:13,Product Delivered,process activity,clerk,1c,product,103p,2846
187CP,2017-12-30 02:14:13,2017-12-30 02:14:13,check if the product was shaked,process activity,clerk,1c,product,187p,2848
187CP,2017-12-30 02:26:13,2017-12-30 02:26:13,Product Delivered,process activity,clerk,1c,product,187p,2851
108CP,2017-12-30 02:13:13,2017-12-30 02:33:13,Request product,process activity,clerk,1c,product,108p,2847
108CP,2017-12-30 02:33:13,2017-12-30 02:33:13,Assgin robot,process activity,robot,7r,shelf,6s,2852
108CP,2017-12-30 03:12:13,2017-12-30 03:12:13,check if the product was shaked,process activity,clerk,1c,product,108p,2863
108CP,2017-12-30 03:35:13,2017-12-30 03:35:13,Product Delivered,process activity,clerk,1c,product,108p,2867
